"Home","Car","Debt","Income","Amount"
"Yes","Yes",0,187833,1878334.35733291
"Yes","No",1e+05,48717,243591.889275705
"Yes","No",0,150451,752252.828157457
"Yes","Yes",0,191607,1916066.5313523
"No","No",0,103708,3224.53498071536
"Yes","Yes",0,119023,1190228.40188067
"Yes","No",0,63765,318813.892154493
"No","Yes",1e+05,183716,367425.173162498
"No","No",1e+05,73677,2704.87095759352
"No","Yes",1e+05,179835,359665.053279392
"Yes","Yes",1e+05,122448,1124472.96418034
"Yes","Yes",1e+05,147977,1379766.60051366
"Yes","Yes",0,31178,311794.458480616
"Yes","Yes",1e+05,60716,507171.574493804
"No","No",0,124584,3510.43091569917
"No","Yes",0,118987,237966.774576624
"No","No",1e+05,158930,3976.35312122726
"Yes","Yes",0,155637,1556360.03241681
"Yes","No",1e+05,84200,420992.533142843
"No","Yes",1e+05,169329,338649.854100921
"No","Yes",1e+05,42457,84907.1375011019
"Yes","Yes",1e+05,134901,1249004.06484417
"No","Yes",0,197828,395656.453326851
"No","Yes",1e+05,27980,55964.9713450703
"No","Yes",1e+05,76510,153036.586320068
"No","Yes",1e+05,99432,198861.538184537
"No","No",1e+05,188846,4336.2086877549
"Yes","Yes",1e+05,173684,1636832.7398294
"Yes","Yes",1e+05,188172,1781718.6794112
"No","Yes",1e+05,93801,187603.4954715
"No","Yes",1e+05,112453,224898.045627416
"No","No",0,85001,2923.94574732199
"No","Yes",0,86940,173872.841090785
"No","No",0,191563,4388.19498415063
"No","No",1e+05,134013,3652.96434847192
"Yes","Yes",0,157824,1578230.41755919
"Yes","Yes",0,172210,1722094.05668796
"No","No",0,27083,1662.25776957718
"No","No",1e+05,126712,3581.09831740746
"No","No",1e+05,96261,3091.01941924021
"Yes","No",1e+05,35432,177165.571235894
"No","Yes",1e+05,133545,267098.509025988
"No","Yes",0,36547,73099.6797739319
"Yes","No",1e+05,164286,821422.847736945
"No","No",1e+05,119336,3449.8490359165
"No","No",1e+05,112283,3356.24321521041
"Yes","No",1e+05,86704,433514.665719813
"No","No",0,41122,2028.46051288754
"No","Yes",0,196487,392976.80646545
"Yes","Yes",1e+05,35833,258324.089255953
"Yes","Yes",1e+05,121802,1118006.62094068
"Yes","No",1e+05,26535,132667.12604249
"Yes","Yes",0,32505,325043.202182941
"No","No",0,88019,2976.49913661264
"Yes","Yes",0,37878,378776.298494253
"No","No",1e+05,24508,1570.16038157759
"Yes","Yes",1e+05,121668,1116677.7730013
"Yes","No",1e+05,71968,359833.123998939
"Yes","Yes",0,179370,1793683.40087695
"No","Yes",0,153655,307308.29906494
"No","No",0,38957,1986.06775515421
"Yes","No",0,107120,535581.427615536
"No","Yes",1e+05,174693,349384.48685011
"Yes","Yes",0,72258,722582.317796803
"Yes","Yes",0,48309,483088.850530659
"Yes","Yes",0,169965,1699652.52778134
"Yes","Yes",0,137079,1370793.92903143
"No","Yes",1e+05,40117,80245.2431869135
"Yes","Yes",0,67280,672782.824182488
"No","Yes",0,42318,84643.1795618159
"No","Yes",0,95532,191050.708351816
"No","Yes",1e+05,67380,134742.942099121
"Yes","Yes",0,94352,943522.469779443
"No","No",1e+05,28184,1683.18948984119
"No","No",0,90256,2992.91952781781
"No","Yes",0,139435,278856.119390755
"Yes","Yes",1e+05,122210,1122120.8917538
"Yes","Yes",0,145851,1458529.78644972
"No","No",1e+05,157884,3983.929971992
"Yes","No",1e+05,164135,820670.208627954
"Yes","Yes",1e+05,190075,1800756.26265485
"No","Yes",1e+05,64674,129348.435546526
"No","Yes",1e+05,162773,325542.2610345
"No","No",0,122295,3496.55514382473
"No","Yes",1e+05,177831,355661.259131858
"Yes","No",0,82028,410153.237120177
"No","No",1e+05,125024,3536.02409170112
"Yes","No",0,140384,701924.581622273
"Yes","No",1e+05,80131,400672.230820354
"Yes","No",0,173449,867247.947655836
"No","No",1e+05,23782,1515.96321787087
"No","No",0,34647,1865.18081768785
"Yes","No",1e+05,56280,281412.460183721
"Yes","Yes",1e+05,163129,1531292.92914424
"Yes","No",0,144831,724144.220007355
"Yes","No",1e+05,167660,838302.44716982
"Yes","Yes",0,118721,1187207.69452323
"Yes","Yes",0,186445,1864446.1522241
"Yes","No",0,47487,237437.984793714
"No","Yes",0,142773,285546.347138327
"No","Yes",0,157237,314476.798814821
"Yes","Yes",1e+05,88101,781009.744467193
"No","Yes",0,62241,124469.945057527
"No","Yes",1e+05,158546,317098.59811576
"Yes","No",1e+05,176277,881375.157093372
"No","Yes",1e+05,176610,353236.698434307
"No","Yes",1e+05,165641,331275.696491999
"Yes","No",1e+05,177707,888524.586348766
"Yes","No",0,138423,692122.618960078
"No","No",1e+05,198236,4459.48292857336
"No","Yes",0,133882,267772.207117422
"Yes","No",0,24225,121143.906661425
"Yes","Yes",0,149532,1495330.63223352
"No","Yes",1e+05,147697,295403.157393758
"No","No",1e+05,44884,2138.74405914561
"No","Yes",1e+05,81675,163358.13473871
"Yes","No",0,160158,800797.504768966
"No","No",1e+05,59761,2451.76334492062
"No","Yes",0,29585,59158.0546181704
"No","No",1e+05,26985,1662.90724192473
"No","No",1e+05,182925,4287.75113867863
"No","Yes",0,68630,137251.829918322
"Yes","Yes",0,26956,269566.778619742
"Yes","No",1e+05,164777,823888.310742922
"No","Yes",1e+05,109836,219651.755579304
"No","Yes",1e+05,66479,132961.665740524
"No","No",1e+05,173793,4166.49676442486
"No","Yes",1e+05,45985,91972.5591581502
"No","Yes",0,145343,290693.173423328
"Yes","No",1e+05,133799,668981.287242025
"No","Yes",1e+05,174720,349463.894469706
"Yes","No",1e+05,195595,977985.144795975
"No","Yes",1e+05,28312,56609.8967395835
"No","No",1e+05,188312,4336.92254864494
"Yes","No",0,159708,798537.449538326
"Yes","Yes",1e+05,144553,1345525.55756082
"No","No",1e+05,111145,3338.58724010744
"No","Yes",0,126779,253556.23923026
"Yes","No",0,27964,139813.800879759
"No","No",1e+05,159497,3980.23938339534
"No","No",1e+05,88194,2969.11819754972
"No","No",1e+05,109072,3305.58621352557
"Yes","No",0,186455,932278.282709529
"Yes","Yes",0,139053,1390553.1668609
"Yes","No",0,100217,501080.21236946
"Yes","Yes",0,141909,1419081.8465884
"Yes","No",0,180807,904033.639556477
"Yes","Yes",1e+05,126840,1168399.20868213
"No","Yes",1e+05,137352,274693.996612735
"Yes","Yes",1e+05,20085,100854.902151472
"Yes","Yes",0,164412,1644125.99267498
"No","Yes",0,104522,209035.857440623
"No","Yes",0,196049,392088.902557361
"No","No",1e+05,198196,4450.48513848477
"No","Yes",1e+05,20073,40142.6063583277
"Yes","Yes",1e+05,160253,1502531.54680666
"Yes","No",0,53153,265763.08521142
"No","No",1e+05,171956,4170.89877569403
"No","Yes",0,122711,245407.921756894
"No","Yes",0,40105,80210.262181779
"Yes","Yes",0,51203,512026.314748916
"Yes","Yes",0,120403,1204028.66728639
"Yes","No",0,137945,689713.501410293
"No","No",0,170815,4149.35970911265
"Yes","No",0,35966,179819.93280605
"No","No",0,38065,1946.32524085282
"Yes","Yes",0,171990,1719907.94918754
"Yes","No",1e+05,161159,805797.094341865
"Yes","Yes",1e+05,149908,1399088.77116433
"No","No",0,92734,3048.22210741183
"Yes","No",0,20713,103569.178996797
"Yes","No",1e+05,185781,928893.884591946
"Yes","Yes",0,139937,1399360.90337403
"No","No",1e+05,193949,4403.61217356886
"No","Yes",1e+05,61443,122910.323852793
"No","No",1e+05,185221,4312.36455649137
"No","No",1e+05,31527,1779.39689099001
"Yes","Yes",0,185174,1851755.75985504
"Yes","No",1e+05,142318,711581.756790892
"Yes","Yes",0,27397,273969.800761088
"Yes","Yes",1e+05,70739,607380.525739804
"No","No",1e+05,197396,4445.88373104142
"Yes","No",0,171689,858425.157475812
"No","No",0,123810,3502.72662972353
"No","No",1e+05,107049,3271.13017349087
"Yes","Yes",0,55769,557693.489694048
"No","Yes",0,161596,323203.400751724
"No","No",1e+05,76014,2776.98112820982
"Yes","Yes",0,107572,1075731.93708466
"No","No",0,194843,4418.30080306407
"Yes","Yes",0,176243,1762426.9436356
"No","Yes",1e+05,124473,248946.693068794
"No","No",0,67518,2607.45892116177
"No","No",0,91686,3017.27081728535
"Yes","Yes",1e+05,58458,484600.351479583
"No","No",0,131112,3623.50982720593
"No","No",1e+05,177671,4213.79351848582
"No","No",1e+05,51843,2263.39423477255
"Yes","Yes",1e+05,196148,1861486.87372885
"Yes","No",1e+05,61928,309625.382331272
"Yes","No",1e+05,182419,912093.085528144
"Yes","No",0,60720,303597.176043513
"Yes","No",0,197514,987564.396199309
"No","Yes",0,99079,198164.091194568
"No","No",0,36584,1919.39717374088
"No","Yes",0,98450,196895.021263101
"Yes","No",0,145523,727618.505411489
"No","Yes",0,96706,193408.517097448
"Yes","Yes",0,124828,1248299.49923261
"No","No",0,199727,4463.98652051204
"Yes","No",0,47410,237048.002257188
"No","Yes",1e+05,33775,67537.4561479287
"Yes","Yes",1e+05,164711,1547114.95261291
"Yes","No",1e+05,121087,605436.79469768
"No","Yes",1e+05,95786,191560.306848857
"Yes","Yes",1e+05,163639,1536389.66322014
"Yes","No",1e+05,140207,701018.008467168
"Yes","No",0,79797,399002.586962353
"Yes","No",1e+05,167011,835032.855043088
"Yes","Yes",0,41065,410664.514788527
"Yes","No",0,23012,115064.31886907
"No","Yes",0,55217,110428.479544373
"No","Yes",1e+05,29463,58930.8306477508
"No","No",1e+05,105345,3247.13706428713
"Yes","No",1e+05,55447,277252.356667004
"No","Yes",1e+05,102808,205622.161516638
"No","Yes",0,175868,351732.526421025
"No","Yes",0,88297,176577.682365025
"Yes","No",1e+05,126494,632492.933584408
"No","No",1e+05,52179,2276.03856223386
"No","Yes",1e+05,145087,290157.619697527
"Yes","Yes",0,33188,331879.647029675
"Yes","Yes",1e+05,60622,506242.391678354
"No","Yes",1e+05,48440,96888.3930090895
"No","Yes",1e+05,126429,252854.303145161
"Yes","Yes",0,160612,1606114.85071418
"Yes","No",0,128611,643043.734762528
"Yes","Yes",1e+05,191486,1814862.11676919
"Yes","No",1e+05,42513,212568.952672636
"No","No",1e+05,163712,4059.2787861472
"Yes","No",1e+05,28973,144871.404722155
"No","Yes",0,145275,290552.25581863
"Yes","Yes",0,49168,491692.82102949
"Yes","No",0,151357,756788.114413189
"Yes","Yes",0,62740,627407.711758712
"No","No",0,139536,3711.53613308661
"Yes","No",0,21563,107827.810652716
"Yes","Yes",0,39315,393145.141639607
"No","Yes",0,114856,229720.419848276
"Yes","Yes",1e+05,193585,1835844.99460651
"No","No",0,109198,3313.74666473273
"Yes","No",0,74477,372398.825411296
"Yes","Yes",1e+05,82339,723376.931211819
"No","Yes",1e+05,73411,146815.917118245
"Yes","No",0,22155,110768.871848291
"No","No",0,89664,2989.0559359684
"Yes","Yes",0,145145,1451448.94056975
"No","Yes",0,166297,332589.327121649
"Yes","No",0,94938,474680.306277814
"No","No",1e+05,94000,3060.5698856048
"No","No",1e+05,92324,3055.88855055602
"No","No",0,28535,1694.46127444242
"No","Yes",0,192252,384503.784509678
"Yes","No",0,56830,284154.995918334
"Yes","Yes",1e+05,20424,104248.842263676
"Yes","Yes",1e+05,59977,499766.396066705
"Yes","Yes",0,122816,1228153.69182967
"No","Yes",0,33605,67211.4770508919
"Yes","Yes",1e+05,169948,1599490.77208511
"No","No",1e+05,129204,3600.97390528325
"No","No",0,60100,2456.56822645811
"No","No",0,55172,2332.11854622565
"Yes","Yes",0,157261,1572593.22179452
"No","No",1e+05,185997,4300.13646191551
"No","No",0,198219,4465.56700933405
"Yes","Yes",0,33666,336676.097346318
"Yes","Yes",0,61861,618597.469537489
"Yes","No",1e+05,117175,585870.526875114
"Yes","Yes",0,56658,566580.663412056
"Yes","No",1e+05,37661,188304.263863625
"Yes","Yes",0,170924,1709232.62953158
"No","Yes",1e+05,118933,237859.497848112
"No","Yes",0,74408,148817.565520883
"No","No",1e+05,27232,1646.10380787914
"Yes","No",0,99464,497318.043537283
"Yes","Yes",1e+05,194957,1849574.64311758
"No","No",1e+05,59810,2442.8702950418
"No","No",1e+05,195900,4439.56791508822
"Yes","Yes",1e+05,185614,1756145.31001555
"Yes","No",1e+05,152817,764097.310678168
"Yes","No",0,31772,158858.45518308
"Yes","Yes",1e+05,74915,649152.277451961
"Yes","No",1e+05,41835,209168.788321351
"No","Yes",0,32248,64513.9537057023
"Yes","No",1e+05,82665,413319.027632506
"Yes","Yes",1e+05,170759,1607598.67632935
"Yes","No",1e+05,39676,198372.907429032
"No","No",1e+05,159620,4002.04826088235
"Yes","No",1e+05,126669,633339.806991565
"No","Yes",0,28814,57633.6372540756
"Yes","No",0,193158,965785.137260851
"Yes","Yes",0,140719,1407182.81726691
"Yes","No",0,79106,395524.800449346
"No","No",1e+05,162642,4035.72650135879
"No","Yes",0,191922,383889.868854596
"Yes","No",0,84777,423876.640840327
"Yes","No",1e+05,116767,583830.553666261
"Yes","Yes",0,99809,998094.363201566
"Yes","No",1e+05,81860,409282.17733561
"No","Yes",1e+05,152305,304605.772327019
"No","Yes",0,198036,396077.198614625
"No","No",0,109938,3314.56198727818
"Yes","Yes",1e+05,116057,1060566.33981017
"Yes","No",1e+05,117523,587597.919644927
"Yes","No",0,105547,527739.245389434
"No","No",1e+05,181342,4245.30368309265
"Yes","Yes",1e+05,64689,546892.575218501
"No","Yes",0,44951,89916.2582098243
"Yes","Yes",0,186044,1860448.45901352
"No","No",0,86274,2961.62592338875
"Yes","No",0,132138,660687.121141289
"Yes","No",1e+05,31637,158194.201161304
"Yes","Yes",0,108076,1080743.61010326
"No","No",0,172325,4144.86203694371
"No","No",0,196973,4443.35212896425
"Yes","Yes",1e+05,66551,565512.382269403
"Yes","No",1e+05,83674,418367.343273564
"Yes","Yes",1e+05,108881,988820.161666282
"Yes","Yes",1e+05,88565,785658.789745379
"Yes","Yes",1e+05,145329,1353283.35736131
"No","Yes",1e+05,163450,326909.488432538
"No","No",0,124129,3536.18991652349
"Yes","No",0,135464,677334.538445073
"Yes","Yes",0,95303,953021.895775642
"No","Yes",0,20679,41352.5803330122
"Yes","No",1e+05,107705,538535.673654503
"Yes","No",0,174547,872729.108450383
"No","Yes",1e+05,63960,127920.727470487
"Yes","No",1e+05,106637,533165.618072878
"No","Yes",0,61462,122933.323534036
"Yes","Yes",0,24206,242066.993470144
"Yes","Yes",1e+05,89186,791853.562472326
"No","No",0,47602,2187.30739844454
"Yes","Yes",0,31951,319520.126678692
"No","No",0,165662,4060.34227326246
"Yes","Yes",1e+05,47817,378162.451391801
"No","No",0,62879,2494.68084901438
"No","Yes",1e+05,199891,399767.175899424
"Yes","No",1e+05,110484,552426.888040551
"Yes","No",1e+05,76433,382152.4409544
"No","Yes",1e+05,39983,79951.7737916444
"Yes","Yes",0,103587,1035854.80541802
"No","No",0,144324,3809.60361355761
"Yes","No",1e+05,150635,753188.758619597
"Yes","No",0,94041,470205.704198688
"Yes","No",1e+05,73053,365277.599270288
"No","Yes",1e+05,177324,354649.261838066
"Yes","No",1e+05,110802,554008.360504674
"No","Yes",0,174832,349676.406832084
"Yes","No",0,25727,128632.390599277
"No","Yes",1e+05,186524,373060.814856748
"Yes","No",0,86214,431061.088190198
"Yes","Yes",1e+05,76278,662793.437553621
"No","No",0,43849,2107.11439144452
"No","Yes",0,49975,99955.4709563176
"Yes","No",0,95868,479339.348468429
"Yes","Yes",1e+05,144910,1349109.5634571
"No","No",1e+05,82897,2892.67705913186
"Yes","No",1e+05,84011,420066.377316132
"No","No",0,104581,3227.85616103262
"No","No",0,74914,2723.49399208605
"Yes","Yes",1e+05,107135,971348.30715206
"No","Yes",0,190830,381665.281708797
"No","Yes",1e+05,164491,328975.896158144
"No","No",1e+05,87901,2986.60095029029
"Yes","No",1e+05,49230,246131.445774451
"Yes","Yes",0,65912,659114.904835305
"No","Yes",0,83738,167471.193150588
"Yes","Yes",1e+05,88302,783026.436697818
"No","No",1e+05,22985,1507.74758958793
"Yes","No",0,142290,711439.483937464
"Yes","Yes",1e+05,194330,1843306.59584354
"No","No",1e+05,170185,4128.26705941333
"No","No",1e+05,161379,4015.88369205444
"No","No",0,33163,1816.51410547872
"Yes","Yes",1e+05,77817,678161.59546336
"Yes","Yes",0,50867,508667.833759919
"No","No",0,128879,3571.85101609525
"No","No",1e+05,59809,2434.6122744848
"Yes","Yes",0,127675,1276762.00662296
"Yes","Yes",0,124196,1241970.25492426
"Yes","Yes",1e+05,163698,1536996.14370723
"No","Yes",1e+05,38586,77179.051823473
"No","No",1e+05,123480,3547.58265358376
"No","Yes",1e+05,32402,64802.5527703643
"Yes","Yes",0,101620,1016193.77014499
"Yes","No",1e+05,87296,436474.60602906
"Yes","No",1e+05,156654,783262.596483383
"No","No",0,70197,2648.78897824988
"No","No",1e+05,69575,2618.87892354899
"No","No",0,142506,3751.42208346127
"No","Yes",0,139239,278458.212407906
"Yes","Yes",0,148394,1483949.55212421
"No","Yes",0,53761,107518.508800532
"No","No",1e+05,40399,2015.67553903947
"No","No",1e+05,88937,2997.43400185643
"No","Yes",0,33433,66870.657365949
"Yes","No",0,41393,206958.519556945
"Yes","No",0,181858,909304.482483094
"No","No",1e+05,154473,3937.70856284987
"Yes","Yes",1e+05,46318,363188.991241211
"No","Yes",1e+05,118369,236729.423672701
"Yes","Yes",1e+05,127275,1172742.75226088
"No","Yes",0,77832,155659.026217713
"Yes","No",0,195344,976713.648259601
"No","Yes",1e+05,176460,352925.687526861
"No","No",0,198309,4457.23021236991
"No","Yes",0,185248,370502.241951992
"No","No",0,168435,4087.02962011639
"No","No",0,145692,3800.56979072053
"No","Yes",0,76103,152194.365136277
"No","No",0,91293,3031.01142815015
"No","No",0,39807,1997.24529487018
"No","No",0,182715,4276.18814995381
"Yes","Yes",1e+05,44490,344905.686120831
"Yes","No",0,137319,686602.277294385
"Yes","Yes",0,162809,1628089.44884885
"Yes","Yes",0,175441,1754412.66271656
"Yes","No",1e+05,143188,715940.456043129
"No","No",0,139992,3745.91097466899
"Yes","No",1e+05,41694,208464.759117787
"Yes","No",0,78974,394887.987210547
"No","Yes",1e+05,46341,92693.1205113631
"No","Yes",0,88766,177523.435333337
"No","Yes",0,177653,355298.895528398
"Yes","No",1e+05,55211,276047.19248793
"No","No",0,151249,3909.3914294129
"No","Yes",0,113150,226281.318436678
"No","Yes",0,164821,329631.134220285
"No","No",0,34760,1877.89464150169
"Yes","No",0,162446,812218.010967114
"No","No",0,146829,3824.03402247347
"No","No",1e+05,54908,2343.23215355829
"Yes","Yes",1e+05,91204,812036.787911428
"Yes","Yes",1e+05,126301,1163009.29558474
"Yes","No",0,137232,686156.194761203
"Yes","No",1e+05,166651,833254.042758737
"Yes","Yes",0,174413,1744136.91294401
"Yes","No",1e+05,122418,612093.221465654
