"Home","Car","Debt","Income","Amount"
"Yes","Yes",1e+05,117442,1074423.90727928
"No","No",1e+05,81464,2853.43783911055
"Yes","No",0,131734,658662.867269263
"No","Yes",0,101161,202333.499388958
"Yes","No",1e+05,182269,911358.13606641
"Yes","Yes",0,115931,1159297.25061378
"Yes","No",1e+05,138975,694871.987698084
"No","Yes",1e+05,87387,174790.979706373
"Yes","No",1e+05,151128,755628.737695076
"No","Yes",0,187984,375959.469709208
"Yes","Yes",0,107443,1074434.06230577
"No","No",0,183556,4310.53379006939
"Yes","Yes",0,95522,955223.14921021
"No","Yes",1e+05,137711,275427.770360439
"Yes","Yes",1e+05,30316,203146.769306359
"No","Yes",1e+05,29361,58737.2774548021
"Yes","Yes",1e+05,120805,1108049.33397473
"No","No",1e+05,89084,3002.08620368114
"No","No",1e+05,119076,3457.22673001896
"Yes","No",0,72917,364586.684210156
"Yes","Yes",1e+05,89340,793395.512641223
"No","No",0,21221,1455.62825483597
"Yes","Yes",0,40875,408766.726623284
"No","No",0,100056,3158.25443480131
"Yes","Yes",1e+05,94267,842659.487750462
"Yes","No",0,164551,822752.587954805
"No","No",1e+05,151362,3901.19460260746
"Yes","Yes",0,87772,877727.198010421
"No","Yes",1e+05,75027,150052.052996547
"No","Yes",1e+05,32949,65895.5641242156
"Yes","Yes",1e+05,135345,1253436.52414819
"Yes","No",1e+05,143871,719357.771463749
"No","No",1e+05,176075,4191.44860935916
"Yes","Yes",0,69028,690291.409597203
"Yes","No",0,143285,716422.025636365
"Yes","No",1e+05,88073,440362.466195918
"No","No",0,27604,1676.76715888777
"Yes","Yes",1e+05,187541,1775419.47405934
"No","No",1e+05,98580,3129.67893188531
"Yes","Yes",0,48162,481625.904762518
"No","Yes",0,163088,326162.788131205
"Yes","No",0,31670,158361.529677209
"Yes","Yes",0,64558,645587.50636071
"No","No",1e+05,141755,3765.72573064087
"Yes","No",0,81194,405967.916393323
"No","Yes",1e+05,38683,77364.5050487941
"Yes","No",0,180485,902421.975298539
"No","No",0,191796,4390.80310441414
"No","No",0,73062,2697.20269865979
"Yes","Yes",0,85308,853095.011735551
"No","No",0,139471,3739.3609679115
"Yes","No",0,115179,575908.993424728
"No","No",0,52500,2282.77867044617
"No","Yes",1e+05,69753,139492.902865655
"Yes","Yes",0,22121,221198.420589488
"Yes","Yes",0,125677,1256778.92448311
"No","No",0,174706,4172.1744481805
"Yes","Yes",0,108735,1087348.88365178
"Yes","Yes",0,77477,774754.70502398
"No","Yes",0,163804,327624.77235539
"Yes","Yes",0,53678,536779.67930247
"Yes","No",0,147529,737643.171861476
"No","Yes",1e+05,152430,304879.027313756
"Yes","No",0,106259,531296.636050022
"Yes","Yes",0,94404,944031.712065695
"No","No",1e+05,187861,4333.72715678751
"Yes","Yes",1e+05,192423,1824231.14874742
"No","No",1e+05,41961,2046.92110792878
"No","No",1e+05,163984,4042.93475998047
"Yes","No",0,153750,768744.032792065
"No","No",0,100882,3175.94502528238
"No","No",1e+05,149271,3881.09710065249
"No","Yes",1e+05,179501,359002.927142859
"Yes","Yes",0,166504,1665037.9070372
"No","No",1e+05,34486,1859.02692084017
"No","No",0,61857,2485.71837734381
"Yes","Yes",1e+05,130262,1202631.51386171
"Yes","No",0,30299,151484.864127058
"No","Yes",0,70770,141541.667378396
"Yes","Yes",1e+05,64438,544378.448499316
"No","No",0,34753,1861.06539932029
"No","Yes",0,140115,280234.150541579
"Yes","Yes",0,199111,1991093.37523077
"Yes","No",1e+05,198637,993194.475510612
"Yes","No",0,27156,135778.560437877
"Yes","No",1e+05,110533,552669.500396748
"Yes","Yes",1e+05,146058,1360575.90795202
"No","No",1e+05,152972,3912.2827646985
"No","No",1e+05,97069,3100.91393659773
"Yes","No",1e+05,192771,963869.839444921
"Yes","Yes",0,46046,460449.292250466
"No","No",1e+05,131478,3637.06311236151
"Yes","Yes",1e+05,170907,1609062.3575358
"No","Yes",1e+05,80214,160421.898754389
"No","No",1e+05,195373,4437.92429630221
"Yes","Yes",0,64374,643732.795797526
"No","Yes",1e+05,128284,256558.987421263
"No","No",0,154724,3930.6267634333
"Yes","Yes",0,196981,1969795.43283896
"No","No",1e+05,192735,4387.91814725387
"No","No",1e+05,118820,3444.05405258767
"Yes","Yes",0,60872,608725.917359542
"Yes","Yes",1e+05,79456,694573.55165719
"Yes","No",1e+05,119991,599945.152380828
"Yes","No",1e+05,187134,935667.620967218
"No","Yes",1e+05,138855,277697.643240244
"No","No",1e+05,90625,3024.02948683063
"No","Yes",0,20581,41172.6737410837
"Yes","No",1e+05,177664,888286.712168428
"No","No",1e+05,137068,3691.78505551282
"Yes","No",0,57749,288749.908685029
"No","No",0,103225,3216.85039914228
"No","No",1e+05,47223,2169.73484433256
"Yes","No",1e+05,78336,391696.24202487
"Yes","Yes",1e+05,52431,424325.516635342
"Yes","Yes",1e+05,85073,750728.979227958
"Yes","No",1e+05,64104,320531.001945374
"No","Yes",1e+05,105773,211542.338324251
"No","Yes",1e+05,128758,257523.581026473
"No","No",1e+05,88700,2981.14681552298
"No","No",1e+05,89905,3001.19394793726
"Yes","No",1e+05,37249,186258.765687137
"Yes","Yes",1e+05,98337,883380.3276736
"No","No",0,161478,4014.59743950833
"No","No",1e+05,153614,3907.98095577909
"Yes","Yes",0,172022,1720219.77994322
"No","Yes",0,175249,350490.175723353
"No","Yes",0,88592,177184.150955203
"No","Yes",0,162131,324264.001028149
"Yes","Yes",0,179019,1790176.66210317
"No","No",0,98711,3147.96171476721
"Yes","Yes",1e+05,29222,192218.850419987
"No","Yes",0,94324,188649.126774502
"Yes","Yes",0,192437,1924373.24002123
"Yes","Yes",1e+05,76267,662672.564937282
"Yes","Yes",1e+05,100458,904585.345930644
"No","No",1e+05,138855,3723.22789261057
"Yes","No",0,156454,782262.415217272
"Yes","Yes",0,48642,486427.323210689
"Yes","No",0,50585,252924.78285103
"Yes","Yes",0,124436,1244374.17546181
"No","No",1e+05,182925,4296.92339740192
"Yes","No",1e+05,129624,648115.849454772
"No","No",1e+05,139327,3741.24837709505
"Yes","No",1e+05,49672,248352.689445091
"Yes","No",1e+05,165012,825060.286163926
"No","No",0,187395,4329.76148867143
"Yes","Yes",1e+05,50636,406356.432195826
"Yes","No",0,46106,230530.74357405
"No","No",1e+05,120379,3478.25347095533
"Yes","Yes",1e+05,186503,1765020.31432424
"No","Yes",0,50615,101218.616474039
"No","Yes",0,194601,389180.237315403
"Yes","Yes",1e+05,70360,603600.198761526
"Yes","No",0,191433,957161.698037329
"No","Yes",0,148899,297795.044417073
"No","Yes",0,110808,221607.320760131
"Yes","No",1e+05,162497,812492.248277788
"No","No",0,122631,3509.82245248228
"No","No",0,63907,2521.0700294773
"Yes","Yes",0,34075,340764.980509162
"Yes","Yes",1e+05,197013,1870121.7316045
"No","Yes",1e+05,33972,67945.2854650729
"No","Yes",1e+05,70848,141688.361429204
"Yes","Yes",0,58179,581802.198227164
"Yes","Yes",1e+05,163230,1532306.14458447
"Yes","No",1e+05,42091,210455.729862409
"No","No",0,181275,4247.80271855579
"No","Yes",1e+05,37331,74665.7215810282
"No","Yes",0,106776,213541.914529729
"No","No",1e+05,176092,4182.74438337604
"Yes","No",0,116966,584843.444726445
"No","No",0,119909,3457.78585422325
"No","No",0,132476,3634.67807114048
"No","Yes",0,83776,167539.084723198
"Yes","No",0,196551,982757.234863143
"Yes","No",0,50756,253765.15276452
"Yes","Yes",0,175232,1752319.17235004
"Yes","No",0,109834,549173.339246556
"No","Yes",0,75349,150691.285244594
"Yes","Yes",1e+05,181820,1718187.3092221
"Yes","No",1e+05,68868,344355.590779203
"Yes","Yes",0,27448,274468.017620532
"No","Yes",0,70786,141562.972685169
"No","Yes",0,158184,316375.198899735
"Yes","No",0,155728,778642.777744007
"No","Yes",1e+05,33094,66203.2515864177
"No","Yes",0,124111,248215.571892532
"Yes","Yes",1e+05,125726,1157257.27169636
"No","No",0,160384,4006.15964874561
"Yes","Yes",1e+05,98041,880400.681071218
"No","No",1e+05,150715,3890.59864346642
"No","No",1e+05,92526,3047.42963635118
"Yes","No",1e+05,127199,636005.660785171
"Yes","Yes",1e+05,65779,557761.439827873
"No","No",0,108122,3272.69833760256
"Yes","No",1e+05,70692,353459.890192628
"Yes","No",1e+05,142689,713445.538437299
"Yes","Yes",0,60098,600974.53988194
"No","Yes",1e+05,130960,261910.995140395
"No","Yes",1e+05,134358,268729.004101596
"Yes","Yes",1e+05,116943,1069433.06696958
"Yes","No",1e+05,123826,619126.250964097
"Yes","No",1e+05,75228,376136.017883502
"No","No",1e+05,198938,4452.23792128526
"Yes","No",1e+05,83280,416405.199828576
"Yes","No",0,35739,178679.864041886
"Yes","Yes",0,62164,621645.938830897
"Yes","No",1e+05,36291,181452.938468676
"No","Yes",1e+05,90739,181491.822028165
"Yes","No",0,102136,510686.470278084
"No","Yes",1e+05,28670,57360.2387387582
"Yes","No",0,23345,116709.366686017
"No","No",0,83023,2882.04001275988
"Yes","No",1e+05,72088,360424.566251222
"Yes","Yes",0,139903,1399036.41740675
"Yes","Yes",0,191540,1915401.66756915
"No","No",1e+05,47300,2178.04009033528
"Yes","Yes",1e+05,85596,755972.420057424
"Yes","Yes",0,40494,404936.533478705
"No","Yes",0,189712,379423.834983533
"Yes","Yes",1e+05,78974,689723.567555421
"Yes","No",1e+05,183192,915957.098989105
"Yes","Yes",1e+05,34187,241880.104214499
"Yes","Yes",1e+05,189729,1797291.1072601
"Yes","Yes",0,48950,489497.498433629
"Yes","Yes",1e+05,137368,1273669.49505931
"No","No",1e+05,78635,2811.21915136162
"No","Yes",1e+05,28068,56139.5876098459
"Yes","No",0,94634,473178.787484774
"No","No",0,129972,3605.25770773856
"No","No",0,114579,3395.38326048702
"Yes","Yes",1e+05,135541,1255401.40307892
"No","No",1e+05,96087,3095.93305807711
"Yes","Yes",1e+05,129512,1195130.9378582
"Yes","Yes",0,83874,838743.714814691
"Yes","No",1e+05,29460,147293.50316618
"Yes","Yes",1e+05,175715,1657159.28948826
"Yes","Yes",0,67242,672433.085542764
"No","No",0,121560,3481.13820669455
"No","Yes",1e+05,171035,342072.082596261
"No","No",0,182966,4297.18329259102
"Yes","Yes",1e+05,71927,619263.554241252
"No","Yes",1e+05,160341,320691.452494893
"Yes","Yes",1e+05,84288,742870.307013438
"No","Yes",0,168778,337550.81533982
"No","Yes",0,191401,382812.673352064
"No","No",1e+05,85005,2925.05255240524
"Yes","Yes",1e+05,92447,824467.529452052
"No","Yes",0,156275,312551.768586985
"No","No",0,90245,3006.8518183843
"Yes","Yes",0,120937,1209363.78459344
"No","No",1e+05,24201,1566.54303744849
"No","No",0,162648,4047.44563762356
"Yes","No",0,145752,728778.290363525
"No","Yes",0,159495,319003.818245581
"No","Yes",1e+05,194707,389405.752870886
"Yes","Yes",1e+05,89683,796815.666415907
"Yes","Yes",0,191449,1914504.57914088
"Yes","No",1e+05,62207,311032.525572246
"No","Yes",1e+05,118223,236455.120508003
"No","Yes",0,158733,317473.901632272
"Yes","Yes",0,85775,857740.513559257
"Yes","Yes",0,61254,612542.139043117
"No","Yes",1e+05,159414,318832.718985231
"No","No",0,157308,3985.02027499211
"Yes","No",1e+05,24772,123856.18501354
"Yes","No",0,90227,451120.993903806
"Yes","Yes",1e+05,30500,205008.033887692
"No","No",1e+05,162806,4037.46365352721
"Yes","No",1e+05,72661,363300.862808478
"No","Yes",1e+05,183999,367982.702732382
"Yes","Yes",0,120473,1204736.98694742
"Yes","No",0,112626,563121.968450415
"No","Yes",1e+05,41808,83625.4673481415
"Yes","No",1e+05,191988,959965.72508088
"No","Yes",0,121942,243878.706465932
"No","No",0,153103,3904.04625054558
"No","Yes",1e+05,108206,216405.342035269
"Yes","No",0,124106,620528.749810957
"Yes","Yes",0,135178,1351767.18533994
"Yes","Yes",0,132056,1320563.62374328
"No","Yes",1e+05,99667,199330.138546307
"No","No",0,111726,3335.77131162816
"No","Yes",1e+05,103992,207978.609197268
"No","No",0,163452,4037.89089655321
"No","Yes",0,20611,41215.1958351759
"No","Yes",0,160086,320172.45965092
"No","Yes",1e+05,144332,288667.823731141
"Yes","No",1e+05,110266,551322.27719798
"No","Yes",0,175853,351702.455532448
"Yes","No",0,67251,336239.810087486
"No","Yes",1e+05,139186,278374.487344689
"Yes","Yes",1e+05,107496,974947.147516412
"Yes","No",1e+05,158986,794921.502618034
"Yes","No",1e+05,169668,848358.223818894
"Yes","No",1e+05,156080,780407.015767957
"Yes","Yes",1e+05,50837,408357.266415691
"Yes","No",0,67516,337581.021757968
"No","Yes",0,51337,102673.735093318
"Yes","Yes",1e+05,172939,1629391.33887698
"No","Yes",0,180211,360411.462265583
"Yes","No",0,175678,878381.584251269
"No","No",0,133182,3655.06025656048
"Yes","No",1e+05,113706,568510.963807244
"Yes","Yes",0,197332,1973316.72217685
"Yes","Yes",1e+05,148355,1383536.16602133
"No","No",1e+05,144223,3810.63382210831
"No","No",1e+05,159429,3992.58225069873
"Yes","No",0,152582,762922.239079152
"Yes","Yes",1e+05,148507,1385079.44672889
"Yes","No",0,122241,611198.653784132
"Yes","Yes",1e+05,40386,303847.740372669
"Yes","Yes",1e+05,102167,921654.517056585
"Yes","No",1e+05,83554,417767.240492426
"Yes","No",1e+05,193539,967685.575372315
"No","Yes",0,114782,229562.500194212
"No","No",0,36035,1892.50419478807
"No","No",1e+05,77870,2776.624244009
"Yes","Yes",0,40800,408001.650902413
"No","Yes",1e+05,46034,92072.1507747606
"No","Yes",0,167218,334424.04146143
"Yes","No",0,178370,891846.551544836
"Yes","No",1e+05,98467,492332.954854588
"No","Yes",1e+05,129975,259954.060942276
"Yes","No",0,183591,917966.5262658
"No","No",0,164037,4034.73614735983
"Yes","Yes",1e+05,29219,192190.340356709
"No","No",0,71264,2679.52323381436
"No","No",0,186778,4323.04729665866
"Yes","No",1e+05,89563,447812.897328307
"Yes","Yes",1e+05,125519,1155192.69828958
"Yes","No",1e+05,169544,847742.9905056
"No","Yes",0,79259,158528.597672081
"Yes","Yes",1e+05,173157,1631577.23297986
"Yes","No",1e+05,157559,787791.009611231
"Yes","Yes",0,45714,457141.106320398
"Yes","No",0,41444,207239.150118036
"Yes","Yes",1e+05,182512,1725109.00536831
"No","No",0,118974,3465.22961806866
"Yes","No",1e+05,191171,955853.403863484
"Yes","No",1e+05,56798,283984.575032108
"No","No",0,171832,4139.62112443671
"Yes","No",0,166174,830863.481640408
"Yes","Yes",0,68562,685630.522852144
"No","Yes",1e+05,157932,315861.913587003
"No","No",0,110036,3329.07466064095
"No","No",1e+05,50469,2230.9782001395
"Yes","Yes",0,104085,1040834.36938758
"Yes","Yes",0,114379,1143793.61612468
"No","Yes",1e+05,94385,188779.825989195
"Yes","No",1e+05,95639,478195.052149796
"Yes","No",1e+05,141036,705176.183642456
"Yes","No",1e+05,105003,525024.274911643
"Yes","Yes",0,62892,628941.658284664
"No","Yes",1e+05,141017,282043.262614396
"No","Yes",0,107407,214805.36725573
"No","No",1e+05,152924,3919.24468511701
"Yes","No",0,110574,552862.85024904
"No","No",1e+05,39826,2001.40517820922
"Yes","No",0,198954,994755.414951239
"No","Yes",1e+05,86941,173892.975121152
"No","No",1e+05,125814,3563.34955792667
"Yes","No",0,42273,211368.758689964
"No","Yes",1e+05,183332,366664.791643605
"Yes","Yes",0,141819,1418186.12179339
"No","Yes",1e+05,152658,305301.344587606
"No","No",0,41804,2048.99808396237
"Yes","No",0,114567,572835.715568389
"No","Yes",0,172506,345004.407416749
"Yes","No",0,44294,221484.126782654
"No","No",0,128966,3597.89584125481
"No","No",0,30491,1734.46781574362
"Yes","No",0,26748,133755.875077918
"Yes","No",1e+05,56745,283721.982047656
"No","Yes",0,163341,326673.452591025
"No","Yes",0,100732,201451.426164495
"No","No",1e+05,194655,4394.27679652857
"No","No",0,51108,2247.50856328742
"Yes","Yes",1e+05,81183,711817.969422436
"Yes","Yes",1e+05,152050,1420515.06125565
"No","Yes",1e+05,199108,398221.254829556
"Yes","No",0,131391,656952.735730997
"No","Yes",0,187864,375723.664989344
"Yes","No",1e+05,122967,614835.029017966
"No","Yes",1e+05,95058,190104.726331788
"No","Yes",1e+05,153299,306585.296522681
"No","Yes",1e+05,39847,79693.4231291799
"No","Yes",0,63163,126328.729071285
"Yes","No",1e+05,91737,458705.598668543
"No","No",1e+05,46753,2163.99549703068
"No","Yes",0,76245,152484.453371515
"Yes","No",0,127383,636924.99817246
"No","No",0,195203,4441.39723057728
"No","Yes",0,21955,43902.2710374298
"No","Yes",1e+05,145976,291950.038108215
"Yes","No",0,78699,393488.990815076
"Yes","No",1e+05,107451,537245.812768058
"Yes","Yes",0,70889,708896.184202645
"No","No",1e+05,179365,4232.44613100149
"No","Yes",1e+05,83917,167828.67032299
"Yes","Yes",1e+05,110038,1000382.48610622
"No","No",0,77353,2795.06973903159
"No","Yes",1e+05,35337,70665.875101771
"No","No",1e+05,88070,2961.54621143635
"Yes","No",0,72863,364309.439236147
"No","Yes",1e+05,31579,63155.4968890854
"No","No",1e+05,133238,3639.93433869588
"Yes","Yes",1e+05,83852,738534.462310732
"Yes","No",1e+05,189944,949719.425678874
"Yes","No",1e+05,38772,193851.654979829
"No","Yes",1e+05,190277,380547.011848655
"No","Yes",0,193991,387975.481802347
"No","No",0,191530,4371.23247959921
"Yes","Yes",1e+05,132191,1221902.64161171
"Yes","No",0,126025,630121.119589233
"Yes","No",0,47125,235639.854892947
"Yes","No",0,156520,782594.68375285
"Yes","No",0,167238,836184.864205873
"Yes","Yes",0,98384,983838.934152516
"Yes","No",0,103796,518958.734408085
"Yes","Yes",1e+05,93983,839819.031513113
"Yes","Yes",1e+05,101981,919792.130915473
"Yes","Yes",1e+05,109678,996760.324924528
"No","Yes",1e+05,50854,101696.330000201
"No","Yes",0,103229,206439.859911728
"Yes","Yes",0,86352,863516.870638546
"No","Yes",0,195229,390449.568596056
"Yes","Yes",0,130422,1304207.40664573
"No","Yes",0,88975,177943.320406662
"Yes","No",0,20441,102217.341396186
"No","No",0,73105,2692.74636312964
"Yes","Yes",1e+05,40907,309058.212776044
"Yes","Yes",0,20101,201010.381003935
"Yes","No",0,71954,359773.459763827
"Yes","No",1e+05,72633,363179.535588315
"Yes","Yes",1e+05,97507,875057.400097894
"Yes","Yes",1e+05,168855,1588538.43712035
"Yes","No",1e+05,127028,635131.384384521
"No","No",0,152815,3904.85493450107
"No","Yes",0,34390,68761.401399096
"Yes","Yes",1e+05,39986,299860.899729163
"Yes","Yes",1e+05,144861,1348617.02424537
"No","Yes",1e+05,90111,180234.410451531
"No","Yes",0,43548,87093.0293976757
"Yes","No",0,88533,442680.187854892
"No","Yes",1e+05,131734,263477.129592978
"Yes","No",0,46569,232849.749135383
"Yes","No",1e+05,113144,565714.84824562
"Yes","No",1e+05,106431,532138.379207132
"No","No",0,37046,1924.25868134191
"Yes","Yes",1e+05,151398,1413979.29275012
"No","No",0,93530,3049.28410668337
"No","Yes",1e+05,97038,194083.320185745
"No","Yes",1e+05,87824,175667.762748626
"Yes","Yes",0,156179,1561793.05519337
"Yes","No",0,94954,474780.87980556
"Yes","Yes",1e+05,113877,1038768.19645725
"Yes","Yes",1e+05,24405,144040.841555252
"Yes","Yes",1e+05,146757,1367576.57717662
"No","No",1e+05,68562,2633.05859874796
"No","No",1e+05,73406,2735.77840988131
"No","Yes",0,150910,301821.355477129
"Yes","Yes",1e+05,173558,1635581.48224192
"No","No",1e+05,67920,2618.74119823792
"Yes","No",1e+05,38495,192472.77810182
"Yes","No",1e+05,89094,445464.84461609
"Yes","No",1e+05,22016,110093.931148542
"No","No",1e+05,145362,3797.93288116751
"Yes","Yes",0,122630,1226307.16785947
"No","No",0,115451,3402.11435788826
"Yes","No",0,192446,962226.692954875
