"Home","Car","Debt","Income","Amount"
"Yes","No",0,193542,387091.134278716
"Yes","No",1e+05,98824,197644.492603059
"No","No",1e+05,25616,160.087220960132
"Yes","No",0,182803,365594.252776221
"No","No",0,183858,428.800388941995
"No","Yes",0,126090,63044.1923437868
"No","No",1e+05,112325,335.160107895256
"Yes","No",1e+05,110041,220090.97187852
"Yes","Yes",0,102649,513240.035115971
"No","No",1e+05,112781,335.838471238823
"Yes","No",1e+05,121452,242893.869600122
"Yes","Yes",1e+05,42921,114597.952369528
"Yes","No",1e+05,118349,236713.354961877
"Yes","Yes",1e+05,30242,51200.6946426573
"Yes","Yes",0,119855,599288.252851093
"No","Yes",1e+05,145626,72829.0415124075
"No","No",1e+05,91734,302.882250366883
"Yes","Yes",1e+05,188705,843522.207477454
"Yes","No",1e+05,121724,243445.915498418
"Yes","Yes",0,190337,951679.24324428
"Yes","No",1e+05,68016,136022.168200493
"No","Yes",0,154536,77270.0299074067
"No","Yes",1e+05,40496,20253.1938034365
"No","Yes",1e+05,142886,71449.5332280779
"No","Yes",0,116754,58382.6662096647
"No","Yes",1e+05,94750,47365.9930672037
"Yes","No",1e+05,43559,87126.004591219
"Yes","No",1e+05,80413,160824.212296867
"No","No",1e+05,141857,376.650681578765
"No","No",1e+05,31689,178.030795288211
"No","Yes",0,147870,73933.8963963804
"No","Yes",0,32444,16210.6384913669
"No","Yes",0,150972,75493.8985489093
"Yes","Yes",1e+05,187207,836037.436144521
"No","Yes",0,189602,94806.89974629
"No","No",0,40669,201.65560305138
"Yes","No",1e+05,172432,344859.728292425
"Yes","Yes",0,131087,655447.231987755
"No","Yes",0,195262,97646.2890183103
"Yes","No",0,158831,317668.033091599
"Yes","No",0,77585,155162.069438174
"No","No",0,86199,293.579708273266
"No","Yes",0,69323,34663.7997060651
"No","No",1e+05,89974,299.936667996743
"Yes","Yes",0,32361,161809.737648084
"Yes","No",1e+05,54946,109890.447551184
"No","Yes",1e+05,163031,81510.4287013639
"Yes","No",1e+05,111006,221999.199352852
"Yes","No",1e+05,197895,395774.626751953
"No","Yes",1e+05,34667,17325.2574481068
"Yes","No",1e+05,159495,318981.274429942
"Yes","Yes",0,56559,282812.857605646
"Yes","Yes",0,57527,287638.552243136
"Yes","Yes",0,133491,667455.449161147
"Yes","Yes",1e+05,46857,134287.199401725
"Yes","No",0,58629,117249.992555755
"Yes","Yes",0,96992,484971.003316899
"Yes","No",1e+05,29323,58648.2849957012
"Yes","Yes",0,112190,560938.326280288
"No","Yes",1e+05,189549,94771.9123401628
"Yes","Yes",0,118644,593219.834378213
"Yes","Yes",0,184922,924586.616080847
"No","No",1e+05,179769,423.98768742763
"Yes","Yes",0,73799,368998.723013774
"No","No",1e+05,39673,199.212405022999
"Yes","Yes",1e+05,63288,216437.285017018
"Yes","Yes",1e+05,102815,414052.762930478
"Yes","Yes",0,133135,665668.060580146
"No","No",1e+05,185032,430.161810122843
"Yes","Yes",1e+05,40224,101118.109773717
"No","Yes",0,115222,57612.004399892
"Yes","Yes",1e+05,149194,645953.638041474
"Yes","Yes",1e+05,60133,200666.500117457
"Yes","No",1e+05,118673,237349.508564153
"Yes","Yes",1e+05,33643,68211.8690727429
"No","Yes",1e+05,102885,51445.1796643837
"Yes","Yes",0,65837,329183.298411405
"Yes","Yes",1e+05,111800,458992.254382989
"Yes","No",1e+05,167191,334361.410225152
"Yes","Yes",1e+05,30099,50493.1842365798
"No","No",0,180309,424.623638234319
"No","Yes",1e+05,54366,27163.559798286
"Yes","No",0,94351,188698.012624776
"Yes","No",1e+05,41178,82356.9758181029
"No","No",0,178899,422.957378188716
"No","No",1e+05,42498,206.160600250318
"No","Yes",0,47078,23525.6861543282
"No","No",1e+05,75289,274.390700522057
"No","Yes",1e+05,48414,24215.7362703746
"Yes","No",0,55163,110321.207388507
"Yes","Yes",1e+05,132330,561660.914570777
"Yes","No",0,47447,94894.0725809683
"No","Yes",1e+05,99740,49860.5006947818
"Yes","No",1e+05,165878,331760.334489316
"No","No",1e+05,173099,416.076942189593
"No","No",0,87092,295.093848787154
"No","Yes",1e+05,165134,82555.8237302074
"Yes","No",1e+05,102631,205250.496697618
"No","No",1e+05,177548,421.379503793647
"No","No",1e+05,176348,419.943478222213
"No","Yes",0,173552,86772.5870349601
"No","No",0,39767,199.391943723489
"Yes","No",1e+05,66429,132859.757389432
"No","Yes",0,151325,75654.6340022004
"No","No",1e+05,193346,439.723564060884
"No","Yes",1e+05,51883,25927.0834988808
"No","No",0,86605,294.290966909412
"Yes","No",0,176378,352761.557826325
"No","Yes",0,161172,80588.4640318634
"No","No",0,140664,375.06412443367
"No","Yes",0,127042,63512.994182182
"No","No",0,199973,447.165774791306
"Yes","No",0,178439,356894.355313126
"Yes","Yes",1e+05,129490,547463.374942947
"No","No",1e+05,129348,359.642732295099
"Yes","Yes",1e+05,160499,702494.122127838
"No","No",1e+05,124996,353.565205640473
"Yes","No",0,34245,68509.0496197643
"Yes","No",1e+05,76706,153415.692864915
"Yes","Yes",0,98906,494531.035121023
"No","Yes",0,54410,27210.4741881493
"Yes","Yes",1e+05,56239,181186.081844304
"No","Yes",1e+05,80909,40462.0285521993
"No","Yes",0,118553,59260.3514894635
"No","No",0,40412,201.091138972499
"Yes","Yes",1e+05,118652,493253.099620316
"Yes","Yes",0,66829,334125.266928931
"Yes","Yes",1e+05,125156,525777.797863786
"Yes","No",1e+05,78320,156645.785960658
"No","Yes",1e+05,40799,20408.8222881006
"No","Yes",0,191648,95830.7657196617
"Yes","No",0,50150,100311.828232883
"Yes","No",0,95311,190632.257871129
"Yes","Yes",1e+05,76637,283180.864747993
"No","No",1e+05,141503,376.172418955463
"No","Yes",1e+05,72816,36387.490574826
"No","Yes",1e+05,113075,56537.6054885697
"Yes","Yes",0,169581,847902.273154182
"Yes","Yes",0,176505,882517.483397471
"Yes","No",0,82293,164570.255189555
"Yes","Yes",0,165006,825034.632241749
"No","Yes",1e+05,185179,92596.5359549777
"Yes","No",1e+05,143817,287642.975979052
"Yes","Yes",1e+05,189503,847497.825462796
"Yes","Yes",0,109959,549796.719513479
"No","Yes",1e+05,54105,27073.3013393784
"Yes","Yes",1e+05,161377,706881.641372149
"Yes","Yes",0,105075,525363.554467999
"Yes","No",0,116429,232869.029364157
"Yes","No",0,193774,387545.09980843
"No","Yes",1e+05,79223,39605.8791030301
"No","Yes",0,90735,45373.8193879079
"Yes","Yes",0,134773,673867.90742027
"No","Yes",0,146603,73318.1094957922
"Yes","No",1e+05,190788,381572.871437146
"Yes","Yes",1e+05,79049,295252.241865693
"No","No",1e+05,26309,162.158010343898
"Yes","Yes",1e+05,125727,528619.812084541
"Yes","No",1e+05,145722,291439.335637774
"No","Yes",0,156090,78042.7376597542
"No","No",1e+05,184700,429.750553409396
"Yes","Yes",0,126710,633572.040489646
"Yes","Yes",0,85570,427862.477611025
"Yes","No",1e+05,190826,381650.63703204
"No","No",1e+05,170288,412.65054217606
"No","Yes",0,26279,13136.2771322055
"Yes","No",0,28025,56052.8958534985
"Yes","No",1e+05,97850,195710.808849882
"No","Yes",1e+05,195763,97881.7574945737
"No","Yes",0,182786,91385.2476174556
"Yes","Yes",1e+05,170891,754447.391340977
"Yes","Yes",1e+05,92493,362474.453250735
"No","No",0,60523,246.000681490188
"Yes","No",0,70132,140257.940519784
"No","Yes",1e+05,96782,48400.0957239981
"Yes","No",0,70518,141024.780278903
"Yes","No",1e+05,52828,105670.608849075
"Yes","No",0,130897,261802.929269546
"Yes","No",0,69165,138347.827519196
"Yes","Yes",0,134722,673602.899045713
"Yes","No",0,143263,286530.782145823
"Yes","No",1e+05,181762,363507.120187383
"Yes","No",1e+05,166277,332551.846209924
"Yes","No",0,29687,59373.2760000203
"Yes","Yes",1e+05,69400,246994.070889402
"No","Yes",1e+05,137391,68701.0817351959
"No","Yes",1e+05,104182,52105.0463278718
"No","No",0,59308,243.554348805064
"Yes","Yes",1e+05,112531,462657.797275376
"Yes","Yes",1e+05,33741,68703.5151637059
"Yes","No",1e+05,102392,204783.265372568
"No","No",1e+05,199773,446.957075153035
"Yes","No",1e+05,37304,74600.740725971
"No","Yes",1e+05,75841,37922.7016181899
"Yes","No",0,65102,130203.949607727
"No","Yes",0,34256,17106.8768378397
"No","No",0,180926,425.351933604569
"No","Yes",1e+05,189459,94735.3579400199
"Yes","Yes",1e+05,71053,255236.941335631
"No","Yes",0,144220,72101.3252346172
"Yes","No",1e+05,145801,291595.951752645
"Yes","Yes",1e+05,180336,801673.04368283
"Yes","No",1e+05,58006,116010.482187286
"No","No",1e+05,47765,218.526472753529
"No","No",1e+05,92332,303.829085049351
"No","No",1e+05,100047,316.319649113895
"Yes","Yes",0,160784,803922.528415924
"Yes","Yes",1e+05,29094,45463.7777766507
"Yes","Yes",0,184267,921324.419313134
"No","Yes",0,158147,79077.3334514363
"No","No",0,193839,440.266553182958
"No","No",1e+05,65879,256.658405270277
"Yes","Yes",1e+05,188915,844603.859832537
"No","No",1e+05,169064,411.166718052824
"No","Yes",1e+05,166588,83302.5241225696
"Yes","Yes",1e+05,162356,711782.639632562
"No","No",1e+05,169642,411.882364075071
"No","No",1e+05,155891,394.825529690469
"Yes","No",0,99578,199142.92835388
"Yes","Yes",1e+05,95799,379002.827406919
"No","No",0,94781,307.860631416151
"No","Yes",1e+05,103268,51631.9652003516
"No","No",1e+05,122493,350.009155462088
"No","No",0,118781,344.686351249366
"Yes","Yes",1e+05,38484,92422.9506852732
"Yes","No",1e+05,53306,106595.798489481
"Yes","No",0,67190,134385.663336384
"Yes","Yes",1e+05,128613,543055.109674437
"Yes","Yes",0,93010,465061.165511144
"Yes","No",0,172387,344766.650108569
"Yes","No",0,188994,377985.83478891
"No","Yes",1e+05,45343,22670.0008911849
"Yes","No",1e+05,117904,235819.12185586
"No","No",0,97555,312.331671421441
"No","Yes",0,128968,64494.0422621758
"No","No",0,153880,392.302133978661
"No","Yes",0,23134,11587.1740273299
"Yes","Yes",0,145343,726705.701439017
"No","Yes",0,22572,11274.226476691
"No","Yes",1e+05,25654,12823.4378104825
"No","Yes",1e+05,94476,47236.3863699745
"Yes","No",1e+05,153011,306030.493843037
"No","No",0,191975,438.139973733954
"No","No",0,119897,346.263622277984
"Yes","No",1e+05,144432,288863.719233307
"Yes","No",0,123495,246987.389815195
"No","Yes",1e+05,131364,65688.2570941902
"Yes","No",1e+05,179792,359597.918705127
"Yes","Yes",0,95954,479759.990292864
"No","No",1e+05,199363,446.491174814685
"Yes","No",0,158725,317443.517724231
"Yes","Yes",1e+05,80292,301485.505769248
"Yes","Yes",0,137559,687785.340942871
"Yes","Yes",0,69837,349181.525986559
"No","Yes",0,29636,14813.3073257874
"No","No",0,54393,233.243101906558
"Yes","Yes",0,104967,524847.798686218
"No","Yes",1e+05,142298,71149.5359736662
"Yes","Yes",0,140999,705008.395909187
"No","Yes",1e+05,92787,46396.5224378058
"Yes","No",1e+05,197363,394717.720662917
"Yes","Yes",0,168835,844178.954753817
"No","No",1e+05,22017,148.374005538858
"No","No",0,154487,393.040746255901
"Yes","No",0,87227,174444.580622576
"Yes","No",1e+05,20585,41170.2608490474
"Yes","Yes",1e+05,69964,249819.328619842
"No","Yes",0,142061,71027.6290694245
"Yes","No",0,25641,51267.7051589525
"No","No",1e+05,128605,358.609047345203
"Yes","Yes",1e+05,194132,870659.184053409
"Yes","Yes",0,180085,900420.543629629
"No","No",1e+05,46387,215.353849568629
"No","Yes",0,45618,22816.6595384514
