"Home","Car","Debt","Income","Amount"
"No","No",1e+05,59761,244.454597895497
"No","Yes",0,29585,14808.9088842961
"No","No",1e+05,26985,164.23150460564
"No","No",1e+05,182925,427.716260192837
"No","Yes",0,68630,34319.8069170901
"Yes","Yes",0,26956,134782.439087024
"Yes","No",1e+05,164777,329566.891371412
"No","Yes",1e+05,109836,54909.4229306621
"No","Yes",1e+05,66479,33251.1934615351
"No","No",1e+05,173793,416.883217842806
"No","Yes",1e+05,45985,23001.7623598454
"No","Yes",0,145343,72686.6189878435
"Yes","No",1e+05,133799,267593.279721639
"No","Yes",1e+05,174720,87366.1286087558
"Yes","No",1e+05,195595,391213.849255114
"No","Yes",1e+05,28312,14159.0842473209
"No","No",1e+05,188312,433.960329172942
"Yes","No",0,159708,319406.069647906
"Yes","Yes",1e+05,144553,622755.605399847
"No","No",1e+05,111145,333.399252630057
"No","Yes",0,126779,63377.8818244027
"Yes","No",0,27964,55923.9682593159
"No","No",1e+05,159497,399.368995696342
"No","No",1e+05,88194,296.984232096877
"No","No",1e+05,109072,330.269689813389
"Yes","No",0,186455,372899.320851305
"Yes","Yes",0,139053,695260.258649915
"Yes","No",0,100217,200434.041714012
"Yes","Yes",0,141909,709528.409918786
"Yes","No",0,180807,361611.31805999
"Yes","Yes",1e+05,126840,534194.984431983
"No","Yes",1e+05,137352,68670.7891375711
"Yes","Yes",1e+05,20085,422.377660067281
"Yes","Yes",0,164412,822058.855661612
"No","Yes",0,104522,52267.9095759792
"No","Yes",0,196049,98032.6993446362
"No","No",1e+05,198196,445.178639608735
"No","Yes",1e+05,20073,10024.6417859885
"Yes","Yes",1e+05,160253,701270.193574956
"Yes","No",0,53153,106302.64056061
"No","No",1e+05,171956,414.643331068038
"No","Yes",0,122711,61366.9174462958
"No","Yes",0,40105,20054.0930667562
"Yes","Yes",0,51203,256029.752722627
"Yes","Yes",0,120403,602009.182552867
"Yes","No",0,137945,275898.583717684
"No","No",0,170815,413.303050051205
"Yes","No",0,35966,71951.6292741058
"No","No",0,38065,195.095644181768
"Yes","Yes",0,171990,859952.622367189
"Yes","No",1e+05,161159,322299.133590206
"Yes","Yes",1e+05,149908,649528.235630817
"No","No",0,92734,304.526000542028
"Yes","No",0,20713,41413.9357250538
"Yes","No",1e+05,185781,371551.613199591
"Yes","Yes",0,139937,699687.35072946
"No","No",1e+05,193949,440.404048148474
"No","Yes",1e+05,61443,30721.9992041965
"No","No",1e+05,185221,430.355683611352
"No","No",1e+05,31527,177.571863957207
"Yes","Yes",0,185174,925876.558180601
"Yes","No",1e+05,142318,284643.663145559
"Yes","Yes",0,27397,136960.413232162
"Yes","Yes",1e+05,70739,253689.432646915
"No","No",1e+05,197396,444.27130952071
"Yes","No",0,171689,343398.176368137
"No","No",0,123810,351.881098816351
"No","No",1e+05,107049,327.181730785135
"Yes","Yes",0,55769,278859.609972005
"No","Yes",0,161596,80798.3033900407
"No","No",1e+05,76014,275.720800173651
"Yes","Yes",0,107572,537880.748743844
"No","No",0,194843,441.40977862697
"Yes","Yes",0,176243,881218.820289644
"No","Yes",1e+05,124473,62246.3598839667
"No","No",0,67518,259.846977737397
"No","No",0,91686,302.800151124907
"Yes","Yes",1e+05,58458,192288.684894113
"No","No",0,131112,362.083490363599
"No","No",1e+05,177671,421.501487293434
"No","No",1e+05,51843,227.673505843202
"Yes","Yes",1e+05,196148,880744.014431974
"Yes","No",1e+05,61928,123858.878863
"Yes","No",1e+05,182419,364844.866445263
"Yes","No",0,60720,121445.784155536
"Yes","No",0,197514,395040.276829087
"No","Yes",0,99079,49532.0265658823
"No","No",0,36584,191.277478600106
"No","Yes",0,98450,49213.3783580697
"Yes","No",0,145523,291055.38078718
"No","Yes",0,96706,48344.9491307361
"Yes","Yes",0,124828,624130.559330372
"No","No",0,199727,446.904885737047
"Yes","No",0,47410,94837.4882678044
"No","Yes",1e+05,33775,16882.1237762547
"Yes","Yes",1e+05,164711,723559.226968865
"Yes","No",1e+05,121087,242187.799132147
"No","Yes",1e+05,95786,47877.2788288563
"Yes","Yes",1e+05,163639,718202.753269387
"Yes","No",1e+05,140207,280413.411017293
"Yes","No",0,79797,159568.502897766
"Yes","No",1e+05,167011,334027.432671216
"Yes","Yes",0,41065,205327.134564778
"Yes","No",0,23012,46017.4159367691
"No","Yes",0,55217,27623.9158590659
"No","Yes",1e+05,29463,14744.0828912175
"No","No",1e+05,105345,324.564897165331
"Yes","No",1e+05,55447,110885.836067763
"No","Yes",1e+05,102808,51410.9061530631
"No","Yes",0,175868,87947.5127731934
"No","Yes",0,88297,44142.592631723
"Yes","No",1e+05,126494,252987.066497688
"No","No",1e+05,52179,228.430597641636
"No","Yes",1e+05,145087,72547.6189636331
"Yes","Yes",0,33188,165943.097273492
"Yes","Yes",1e+05,60622,203110.398522481
"No","Yes",1e+05,48440,24223.2991812971
"No","Yes",1e+05,126429,63222.4045414353
"Yes","Yes",0,160612,803061.856662556
"Yes","No",0,128611,257225.698039675
"Yes","Yes",1e+05,191486,857414.737576774
"Yes","No",1e+05,42513,85034.9518289924
"No","No",1e+05,163712,404.623729790964
"Yes","No",1e+05,28973,57958.3545276717
"No","Yes",0,145275,72634.6488133072
"Yes","Yes",0,49168,245827.319451407
"Yes","No",0,151357,302694.197396074
"Yes","Yes",0,62740,313687.53881178
"No","No",0,139536,373.521167411386
"Yes","No",0,21563,43107.9489171796
"Yes","Yes",0,39315,196569.778332662
"No","Yes",0,114856,57441.2200541712
"Yes","Yes",1e+05,193585,867923.830552198
"No","No",0,109198,330.450796117311
"Yes","No",0,74477,148953.982447848
"Yes","Yes",1e+05,82339,311692.950027715
"No","Yes",1e+05,73411,36716.974913313
"Yes","No",0,22155,44307.3660023475
"No","No",0,89664,299.436948079134
"Yes","Yes",0,145145,725727.607508575
"No","Yes",0,166297,83151.6320206362
"Yes","No",0,94938,189870.995295374
"No","No",1e+05,94000,306.601268828777
"No","No",1e+05,92324,303.868875012554
"No","No",0,28535,168.921544185465
"No","Yes",0,192252,96121.1709470311
"Yes","No",0,56830,113667.837844227
"Yes","Yes",1e+05,20424,2094.75105959292
"Yes","Yes",1e+05,59977,199883.870630741
"Yes","Yes",0,122816,614095.872898918
"No","Yes",0,33605,16813.8320422797
"Yes","Yes",1e+05,169948,749748.391871393
"No","No",1e+05,129204,359.440302486236
"No","No",0,60100,245.140346228487
"No","No",0,55172,234.894032037533
"Yes","Yes",0,157261,786297.342380372
"No","No",1e+05,185997,431.28872079946
"No","No",0,198219,445.22163016986
"Yes","Yes",0,33666,168327.396796153
"Yes","Yes",0,61861,309301.229311096
"Yes","No",1e+05,117175,234340.242193425
"Yes","Yes",0,56658,283289.702922907
"Yes","No",1e+05,37661,75322.6094752681
"Yes","Yes",0,170924,854607.733529795
"No","Yes",1e+05,118933,59468.8306056746
"No","Yes",0,74408,37194.6289553745
"No","No",1e+05,27232,164.972953694004
"Yes","No",0,99464,198933.11274804
"Yes","Yes",1e+05,194957,874777.008281533
"No","No",1e+05,59810,244.549059919655
"No","No",1e+05,195900,442.62969169637
"Yes","Yes",1e+05,185614,828069.635747666
"Yes","No",1e+05,152817,305646.393670575
"Yes","No",0,31772,63557.2909957962
"Yes","Yes",1e+05,74915,274565.354545373
"Yes","No",1e+05,41835,83677.118939817
"No","Yes",0,32248,16142.7079744446
"Yes","No",1e+05,82665,165327.914778739
"Yes","Yes",1e+05,170759,753800.09058903
"Yes","No",1e+05,39676,79341.6065372829
"No","No",1e+05,159620,399.542782158917
"Yes","No",1e+05,126669,253327.607571049
"No","Yes",0,28814,14395.1344944331
"Yes","No",0,193158,386319.861274363
"Yes","Yes",0,140719,703596.618472914
"Yes","No",0,79106,158224.278281616
"No","No",1e+05,162642,403.280117867039
"No","Yes",0,191922,95969.3000975189
"Yes","No",0,84777,169552.718269549
"Yes","No",1e+05,116767,233538.197668183
"Yes","Yes",0,99809,499054.279469609
"Yes","No",1e+05,81860,163727.036109448
"No","Yes",1e+05,152305,76144.2867583132
"No","Yes",0,198036,99016.945721231
"No","No",0,109938,331.584640818802
"Yes","Yes",1e+05,116057,480290.062515316
"Yes","No",1e+05,117523,235055.91313773
"Yes","No",0,105547,211091.590636725
"No","No",1e+05,181342,425.840620576012
"Yes","Yes",1e+05,64689,223444.979697217
"No","Yes",0,44951,22467.4848727425
"Yes","Yes",0,186044,930221.839065054
"No","No",0,86274,293.737638500046
"Yes","No",0,132138,264253.638617348
"Yes","No",1e+05,31637,63272.2507937569
"Yes","Yes",0,108076,540378.785049499
"No","No",0,172325,415.124940862851
"No","No",0,196973,443.831868511776
"Yes","Yes",1e+05,66551,232764.486278591
"Yes","No",1e+05,83674,167364.022252104
"Yes","Yes",1e+05,108881,444390.655668761
"Yes","Yes",1e+05,88565,342818.165762396
"Yes","Yes",1e+05,145329,626647.310701808
"No","Yes",1e+05,163450,81733.7268280979
"No","No",0,124129,352.31978010267
"Yes","No",0,135464,270924.676522136
"Yes","Yes",0,95303,476515.03206786
"No","Yes",0,20679,10340.5504926879
"Yes","No",1e+05,107705,215409.447568874
"Yes","No",0,174547,349105.453746833
"No","Yes",1e+05,63960,31972.4680392991
"Yes","No",1e+05,106637,213275.890663371
"No","Yes",0,61462,30727.7143732904
"Yes","Yes",0,24206,121033.29350587
"Yes","Yes",1e+05,89186,345930.210903764
"No","No",0,47602,218.16244204584
"Yes","Yes",0,31951,159735.807035864
"No","No",0,165662,406.990594585088
"Yes","Yes",1e+05,47817,139078.837318219
"No","No",0,62879,250.759435404291
"No","Yes",1e+05,199891,99942.4906089648
"Yes","No",1e+05,110484,220951.416680759
"Yes","No",1e+05,76433,152862.172307099
"No","Yes",1e+05,39983,19992.4407905468
"Yes","Yes",0,103587,517933.790469729
"No","No",0,144324,379.885445504365
"Yes","No",1e+05,150635,301259.267553221
"Yes","No",0,94041,188066.841635217
"Yes","No",1e+05,73053,146122.592427614
"No","Yes",1e+05,177324,88658.555397061
"Yes","No",1e+05,110802,221604.470387874
"No","Yes",0,174832,87425.6351947363
"Yes","No",0,25727,51459.3631227589
"No","Yes",1e+05,186524,93255.3427627857
"Yes","No",0,86214,172425.321691638
"Yes","Yes",1e+05,76278,281380.993773506
"No","No",0,43849,209.419554632112
"No","Yes",0,49975,24964.1224835978
"Yes","No",0,95868,191735.100326889
"Yes","Yes",1e+05,144910,624546.261741816
"No","No",1e+05,82897,287.93862025299
"Yes","No",1e+05,84011,168032.2176727
"No","No",0,104581,323.406993749364
"No","No",0,74914,273.669855321659
"Yes","Yes",1e+05,107135,435674.514897784
"No","Yes",0,190830,95424.93907528
"No","Yes",1e+05,164491,82255.2630223118
"No","No",1e+05,87901,296.480450469895
"Yes","No",1e+05,49230,98456.6720389847
"Yes","Yes",0,65912,329570.187397199
"No","Yes",0,83738,41887.7695816634
"Yes","Yes",1e+05,88302,341511.74883952
"No","No",1e+05,22985,151.605869976613
"Yes","No",0,142290,284578.750275176
"Yes","Yes",1e+05,194330,871657.590998962
"No","No",1e+05,170185,412.54994928054
"No","No",1e+05,161379,401.713225209607
"No","No",0,33163,182.118318301858
"Yes","Yes",1e+05,77817,289074.436480348
"Yes","Yes",0,50867,254332.880154101
"No","No",0,128879,358.99533692762
"No","No",1e+05,59809,244.533923212979
"Yes","Yes",0,127675,638379.339680839
"Yes","Yes",0,124196,620971.693701395
"Yes","Yes",1e+05,163698,718505.832284873
"No","Yes",1e+05,38586,19300.556152707
"No","No",1e+05,123480,351.430500224276
"No","Yes",1e+05,32402,16187.6823552668
"Yes","Yes",0,101620,508115.63624928
"Yes","No",1e+05,87296,174584.333051225
"Yes","No",1e+05,156654,313309.0624282
"No","No",0,70197,264.950773227438
"No","No",1e+05,69575,263.767574746553
"No","No",0,142506,377.502124080549
"No","Yes",0,139239,69620.9008372607
"Yes","Yes",0,148394,741968.824296362
"No","Yes",0,53761,26875.9799903474
"No","No",1e+05,40399,200.99909500138
"No","No",1e+05,88937,298.228505483018
"No","Yes",0,33433,16719.6546856545
"Yes","No",0,41393,82791.8060666358
"Yes","No",0,181858,363713.247754504
"No","No",1e+05,154473,393.035718679039
"Yes","Yes",1e+05,46318,131593.825308123
"No","Yes",1e+05,118369,59192.6100493428
"Yes","Yes",1e+05,127275,536372.039372573
"No","Yes",0,77832,38925.0356690084
"Yes","No",0,195344,390686.562232573
"No","Yes",1e+05,176460,88220.3982073559
"No","No",0,198309,445.303476853279
"No","Yes",0,185248,92629.9732020869
"No","No",0,168435,410.415199982313
"No","No",0,145692,381.698241193445
"No","Yes",0,76103,38065.3001849812
"No","No",0,91293,302.139689413474
"No","No",0,39807,199.490972991952
"No","No",0,182715,427.464760869569
"Yes","Yes",1e+05,44490,122456.870669203
"Yes","No",0,137319,274628.147211885
"Yes","Yes",0,162809,814036.68521017
"Yes","Yes",0,175441,877203.970159258
"Yes","No",1e+05,143188,286389.866777677
"No","No",0,139992,374.143944497725
"Yes","No",1e+05,41694,83388.3470636692
"Yes","No",0,78974,157945.178867065
"No","Yes",1e+05,46341,23165.6574784654
"No","Yes",0,88766,44386.1951244246
"No","Yes",0,177653,88825.7843530512
"Yes","No",1e+05,55211,110416.156659957
"No","No",0,151249,388.896605526055
"No","Yes",0,113150,56592.9398619908
"No","Yes",0,164821,82411.5117060238
"No","No",0,34760,186.417817950091
"Yes","No",0,162446,324882.904004102
"No","No",0,146829,383.206569586712
"No","No",1e+05,54908,234.309969097256
"Yes","Yes",1e+05,91204,356007.596228761
"Yes","Yes",1e+05,126301,531509.59084213
"Yes","No",0,137232,274454.14899202
"Yes","No",1e+05,166651,333304.128457284
"Yes","Yes",0,174413,872082.388582773
"Yes","No",1e+05,122418,244839.4670706
"Yes","No",0,41819,83641.5167602963
"Yes","Yes",1e+05,133216,566082.539987689
"Yes","Yes",1e+05,27682,38417.8510360346
"No","No",0,64140,253.252607854441
"No","No",0,199352,446.473169098329
"Yes","No",1e+05,118322,236638.425468892
