"Home","Car","Debt","Income","Amount"
"Yes","No",1e+05,195624,978103.310436012
"No","No",1e+05,119211,3437.7753786944
"Yes","Yes",0,74874,748754.4507913
"No","Yes",1e+05,32785,65573.8420061302
"No","No",0,74202,2732.90921871422
"Yes","No",1e+05,123058,615280.292312591
"No","Yes",0,132236,264476.559972796
"Yes","No",0,154243,771213.448034766
"No","Yes",0,93411,186796.357485566
"No","No",1e+05,41237,2028.55098426231
"No","Yes",0,49345,98691.8202065305
"No","No",1e+05,166991,4099.47600571795
"No","Yes",0,140846,281704.610187176
"Yes","Yes",1e+05,189366,1793661.96201997
"Yes","Yes",1e+05,40922,309243.013199369
"Yes","Yes",0,88954,889559.678068286
"No","No",1e+05,65173,2544.41572300437
"Yes","Yes",0,111712,1117107.69463047
"No","No",1e+05,124288,3520.62425142245
"No","Yes",1e+05,198776,397561.826918083
"No","No",1e+05,82257,2882.27865558883
"No","Yes",1e+05,102681,205358.576209892
"Yes","Yes",0,106980,1069809.34724701
"No","No",1e+05,114067,3372.0825113959
"Yes","Yes",0,191830,1918303.86845417
"Yes","No",0,191506,957534.529072651
"Yes","No",1e+05,99637,498180.715521671
"Yes","Yes",0,36465,364641.27175543
"Yes","No",1e+05,129367,646827.407879892
"No","Yes",1e+05,181917,363828.798259404
"Yes","Yes",0,118201,1182024.26751594
"Yes","Yes",0,120909,1209089.12024228
"Yes","No",1e+05,135225,676121.536646171
"Yes","No",0,150812,754053.165112395
"No","Yes",0,70881,141769.496995523
"Yes","No",1e+05,27215,136056.732164891
"Yes","Yes",0,168756,1687551.61603702
"Yes","No",1e+05,166420,832093.679032297
"Yes","Yes",1e+05,167357,1573567.38508286
"No","No",0,93193,3075.60055551769
"Yes","No",1e+05,23258,116300.751890973
"No","Yes",1e+05,127611,255199.99184005
"No","Yes",1e+05,82522,165047.316919634
"No","No",0,108607,3300.47826365913
"Yes","Yes",0,139008,1390084.80412993
"No","Yes",0,54874,109741.934191473
"No","No",0,174857,4181.73166954296
"Yes","Yes",0,54925,549239.543399841
"Yes","No",1e+05,153286,766427.077741801
"Yes","No",0,171084,855438.103535194
"No","No",0,176363,4202.84983098267
"No","Yes",0,193811,387629.30950007
"No","No",0,23389,1533.96914419602
"Yes","No",1e+05,137439,687194.835823928
"Yes","Yes",0,160331,1603319.94839163
"Yes","Yes",0,126916,1269175.2160911
"No","Yes",0,61051,122108.560753531
"Yes","Yes",0,46230,462290.189821544
"No","Yes",1e+05,163276,326548.033532748
"Yes","Yes",1e+05,46931,369318.181721314
"No","Yes",1e+05,122728,245445.578820071
"Yes","Yes",0,21518,215178.573935773
"Yes","Yes",1e+05,121875,1118757.78147204
"No","No",1e+05,189120,4359.2089156222
"No","Yes",1e+05,190442,380903.85624865
"Yes","No",0,91184,455908.663729137
"No","No",0,153841,3928.55560301882
"No","Yes",0,168015,336031.669162881
"Yes","No",1e+05,35801,179031.09424031
"Yes","No",0,31176,155885.369327004
"No","No",0,198867,4450.52212559209
"No","Yes",1e+05,53358,106701.36751042
"No","Yes",1e+05,115111,230222.797507925
"Yes","Yes",1e+05,89966,799647.447399419
"No","Yes",0,163009,326029.815310329
"Yes","No",0,57522,287591.539624945
"No","Yes",1e+05,67470,134951.965581536
"No","No",1e+05,164997,4057.86881454104
"No","No",1e+05,43554,2095.42670982805
"Yes","No",1e+05,88664,443317.233164681
"Yes","No",1e+05,20394,101973.517823836
"Yes","No",1e+05,90688,453441.267367753
"No","Yes",1e+05,78521,157046.121534078
"No","No",0,62324,2505.69648158324
"Yes","Yes",1e+05,78302,683033.556004378
"No","Yes",0,145854,291710.274516289
"Yes","Yes",1e+05,90491,804903.391749604
"Yes","Yes",1e+05,112934,1029334.10725603
"Yes","Yes",0,62487,624876.434369875
"Yes","No",1e+05,189156,945777.531118194
"No","Yes",1e+05,78684,157360.420143209
"Yes","No",0,173796,868977.17640843
"Yes","No",0,64046,320215.799388131
"No","Yes",0,67656,135327.230235999
"Yes","Yes",1e+05,125239,1152386.37552627
"No","Yes",0,89012,178018.943260103
"Yes","No",0,146444,732230.560525563
"Yes","Yes",0,72904,729038.362165128
"No","Yes",1e+05,21269,42536.7484767802
"Yes","Yes",1e+05,103589,935882.169680275
"Yes","No",0,93379,466875.612621848
"No","No",1e+05,125194,3541.60531618811
"Yes","No",0,160739,803686.571497839
"Yes","No",1e+05,29769,148846.513838052
"No","Yes",0,129571,259153.517495731
"No","Yes",1e+05,122046,244086.956064075
"Yes","No",0,164113,820561.043179324
"Yes","Yes",1e+05,26680,166806.307479841
"No","No",0,115923,3414.90867066085
"No","No",0,32395,1801.45719556075
"No","No",1e+05,141743,3764.69400244371
"No","No",0,66026,2594.24362065881
"Yes","Yes",1e+05,184515,1745141.39233336
"Yes","No",0,162210,811059.526707599
"Yes","Yes",0,63184,631845.592807429
"Yes","No",1e+05,122646,613239.808004191
"No","Yes",1e+05,88590,177174.150568388
"No","Yes",0,133414,266817.651845114
"No","No",1e+05,44889,2111.74029233538
"No","No",1e+05,177976,4212.28882107059
"Yes","Yes",0,95547,955497.212424461
"Yes","No",0,92911,464541.38197778
"No","Yes",0,171993,343987.411190351
"No","Yes",1e+05,111875,223749.58998994
"Yes","No",0,43857,219287.681735485
"No","No",0,172577,4161.31616994656
"Yes","No",0,96277,481397.753395629
"No","Yes",0,144493,288993.797448443
"Yes","Yes",0,49845,498440.826708845
"No","No",0,37928,1929.75416858458
"Yes","No",1e+05,35548,177761.019439151
"No","No",1e+05,126178,3547.27468698025
"Yes","Yes",1e+05,31656,216568.984126685
"No","Yes",0,50436,100882.977220195
"Yes","Yes",1e+05,108945,989426.67865144
"No","Yes",1e+05,104700,209406.114610882
"No","Yes",0,46788,93584.6960528161
"No","No",1e+05,197145,4452.76722468207
"No","No",0,61592,2504.26241697967
"No","No",1e+05,163856,4055.09765294797
"No","Yes",1e+05,160728,321474.224632412
"No","No",1e+05,193087,4395.46658952546
"No","Yes",0,116354,232706.496832067
"Yes","Yes",1e+05,35901,259011.252640412
"Yes","No",0,63177,315880.474810655
"No","No",1e+05,67200,2604.88456623449
"Yes","No",0,142608,713057.089852229
"No","No",0,157298,3964.15776539889
"No","No",1e+05,126598,3559.66397859578
"No","Yes",1e+05,33630,67252.8950928013
"No","Yes",0,58407,116825.947891101
"Yes","Yes",1e+05,52890,428889.008592897
"No","No",0,125851,3560.96798692717
"No","No",0,164252,4065.12063420498
"Yes","Yes",0,134574,1345741.3454173
"No","No",1e+05,80310,2828.95540369424
"Yes","Yes",0,55197,551977.884043519
"No","No",0,145325,3814.85967792856
"Yes","No",1e+05,181044,905218.967066194
"No","Yes",0,30106,60201.5010470388
"No","Yes",0,173796,347581.966212562
"No","No",0,115798,3403.86695809911
"Yes","Yes",0,87550,875484.333021837
"Yes","No",0,128420,642096.36560773
"Yes","No",1e+05,169350,846744.403488246
"No","No",1e+05,138588,3711.53797008925
"Yes","Yes",1e+05,117924,1079232.59629791
"No","Yes",0,111370,222739.77605665
"Yes","No",0,90422,452110.737274254
"No","No",1e+05,144312,3796.31509529757
"No","Yes",1e+05,64600,129220.419138291
"Yes","Yes",0,175185,1751841.9276937
"No","No",0,58865,2451.84923798534
"Yes","Yes",1e+05,61774,517736.701013596
"Yes","Yes",1e+05,67533,575327.248848605
"Yes","Yes",0,88512,885115.312007285
"No","Yes",1e+05,146309,292617.99226544
"Yes","No",1e+05,107457,537280.604115573
"Yes","No",1e+05,101267,506332.25218388
"Yes","No",0,91653,458275.993725223
"No","No",1e+05,91405,3024.43171276137
"Yes","No",0,191513,957565.322673451
"No","No",0,68484,2633.72459704349
"Yes","No",0,20717,103580.830082924
"No","No",1e+05,175848,4198.06553743006
"No","Yes",1e+05,87389,174792.908369923
"Yes","No",0,198960,994788.717529022
"Yes","No",1e+05,91181,455909.200435756
"Yes","No",0,112544,562722.162619621
"No","Yes",0,138768,277537.584983692
"No","No",0,140047,3761.3203596713
"Yes","No",1e+05,104606,523018.69260907
"Yes","Yes",0,114643,1146426.02023112
"Yes","Yes",0,37279,372783.372536722
"No","Yes",1e+05,118924,237852.593356909
"No","Yes",0,52579,105158.090172191
"Yes","Yes",1e+05,87459,774595.443534813
"Yes","No",1e+05,59839,299186.908467089
"No","No",1e+05,32079,1797.36273381843
"No","No",1e+05,88671,2988.30820586009
"No","No",1e+05,189096,4326.33926665985
"No","Yes",1e+05,144369,288754.215754321
"No","Yes",1e+05,115014,230021.921626346
"Yes","No",0,177700,888502.017431238
"No","No",1e+05,147308,3853.64340536858
"Yes","No",1e+05,93555,467765.465139604
"Yes","No",1e+05,79412,397052.740594213
"No","No",0,62272,2491.79155880404
"No","No",1e+05,185776,4309.26591154068
"No","Yes",0,119961,239907.028189677
"Yes","Yes",1e+05,74483,644840.770893693
"No","No",1e+05,46966,2168.0894389304
"Yes","No",1e+05,29611,148059.59574377
"No","No",1e+05,59186,2423.67189166049
"No","No",1e+05,190251,4360.53833818567
"No","No",1e+05,27060,1646.95742516847
"No","No",0,53868,2312.39573799543
"Yes","Yes",1e+05,66429,564281.879282272
"Yes","No",0,179523,897617.838182449
"No","Yes",1e+05,80978,161957.5500181
"No","No",1e+05,113997,3375.74788186431
"No","No",1e+05,28885,1698.57190523407
"Yes","Yes",1e+05,94975,849754.142910871
"Yes","No",1e+05,97991,489959.093211541
"Yes","Yes",0,133185,1331863.31836237
"Yes","Yes",1e+05,47666,376670.446114213
"Yes","No",0,59950,299762.939419353
"Yes","Yes",1e+05,102807,928055.045170143
"Yes","Yes",1e+05,77948,679480.309257115
"No","Yes",0,57206,114420.329320818
"Yes","No",1e+05,62350,311753.96020028
"Yes","No",0,137620,688120.446431938
"Yes","No",1e+05,119603,598007.082060579
"Yes","No",0,37119,185588.522659567
"No","Yes",0,44694,89388.8945920103
"Yes","Yes",0,28984,289846.543754041
"Yes","Yes",0,68858,688586.111189504
"No","No",1e+05,85269,2935.34513290391
"No","No",0,33651,1831.69850261641
"Yes","No",1e+05,26358,131784.671657517
"Yes","Yes",0,30985,309855.358216431
"No","Yes",1e+05,124787,249577.881756911
"No","Yes",0,65314,130633.914728618
"No","Yes",1e+05,82570,165153.920081895
"No","Yes",0,76144,152296.630640351
"No","Yes",1e+05,45790,91586.8167379649
"No","No",1e+05,107523,3278.17332094746
"Yes","No",0,163555,817763.793074158
"Yes","Yes",0,133245,1332448.57558361
"Yes","Yes",1e+05,172853,1628516.52004487
"No","No",0,132717,3647.75878415611
"Yes","No",1e+05,132403,662020.057267674
"Yes","Yes",1e+05,192229,1822265.74822841
"Yes","No",0,113174,565866.684578295
"No","Yes",1e+05,183538,367086.241322417
"Yes","Yes",0,50044,500444.840332909
"No","No",1e+05,49303,2222.24255098075
"No","Yes",1e+05,132475,264951.567545085
"Yes","Yes",1e+05,80847,708479.264273927
"Yes","No",0,111517,557585.558122513
"Yes","Yes",1e+05,188027,1780287.42338082
"No","Yes",1e+05,128547,257093.775827434
"No","Yes",0,198215,396441.478800299
"Yes","No",0,180027,900135.955745301
"No","No",1e+05,64914,2561.66486391533
"Yes","No",1e+05,46568,232834.985466861
"Yes","Yes",1e+05,56527,465282.188707798
"Yes","No",1e+05,93906,469538.52852201
"No","Yes",1e+05,73173,146361.030425904
"No","Yes",0,105734,211453.504070793
"Yes","Yes",1e+05,181837,1718365.90581692
"No","No",1e+05,96292,3120.24594007574
"No","No",1e+05,188507,4340.25646366626
"Yes","Yes",1e+05,88987,789880.872277358
"No","Yes",0,114771,229527.188532508
"Yes","No",0,125548,627742.740955807
"No","Yes",0,105770,211544.399161364
"No","Yes",0,103689,207383.274478278
"Yes","Yes",0,20833,208320.496758605
"Yes","Yes",0,50784,507851.319829941
"No","No",1e+05,127118,3569.88061566665
"Yes","No",1e+05,138257,691288.978137882
"Yes","Yes",1e+05,198058,1880586.97396241
"No","No",0,24038,1557.82436630579
"No","No",0,137884,3708.75592608575
"Yes","Yes",1e+05,56344,463435.518030119
"Yes","No",0,78307,391544.485668061
"No","Yes",0,127383,254784.613136807
"No","Yes",0,163037,326092.590696774
"Yes","Yes",0,102720,1027191.95319668
"Yes","No",1e+05,172964,864812.730219892
"Yes","Yes",1e+05,45829,358260.951636284
"Yes","Yes",1e+05,110511,1005112.88160802
"Yes","No",1e+05,111469,557338.818730371
"No","Yes",0,177713,355421.216350386
"No","No",0,100371,3162.36924940003
"No","No",1e+05,109782,3311.58298952708
"Yes","No",1e+05,169561,847812.216409649
"No","Yes",1e+05,142777,285547.799667544
"Yes","No",0,50963,254829.676248931
"Yes","No",0,28886,144452.468602443
"Yes","Yes",0,129542,1295419.2381748
"Yes","Yes",1e+05,91435,814354.673001969
"Yes","Yes",1e+05,23135,131335.917087455
"No","Yes",1e+05,53872,107727.024036056
"Yes","Yes",0,126491,1264926.62254596
"No","Yes",1e+05,151936,303861.160499213
"Yes","Yes",1e+05,185777,1757780.27127748
"Yes","Yes",0,113593,1135934.67298695
"No","No",0,136577,3707.54059297573
"Yes","No",0,137462,687312.582965721
"Yes","No",1e+05,127363,636808.905456804
"No","Yes",1e+05,163975,327932.976406866
"Yes","Yes",0,56059,560580.148140182
"Yes","Yes",0,151091,1510914.32040986
"Yes","No",0,168789,843939.876767182
"No","No",1e+05,126838,3551.87776398278
"Yes","No",0,183191,915962.466771156
"No","Yes",1e+05,179200,358397.876068646
"No","No",0,90239,2975.93774753215
"Yes","No",1e+05,131414,657059.539334893
"No","No",0,100322,3165.02487591109
"Yes","Yes",0,89102,891021.568686345
"Yes","No",1e+05,111331,556645.876663875
"No","Yes",0,118014,236021.809554921
"Yes","Yes",0,97774,977758.168374515
"Yes","Yes",0,162488,1624881.94742328
"No","Yes",0,179106,358220.353308725
"No","Yes",1e+05,35907,71819.3492171149
"Yes","Yes",1e+05,154857,1448562.90271206
"No","No",0,50880,2257.28006555226
"Yes","No",0,194894,974448.299189956
"No","Yes",1e+05,46211,92427.1044312614
"No","Yes",1e+05,75141,150284.849493002
"Yes","Yes",1e+05,67913,579123.483972773
"Yes","No",0,199065,995337.227177219
"Yes","No",0,66439,332219.505652555
"No","No",0,49611,2236.630903227
"No","Yes",1e+05,139824,279652.036222617
"Yes","Yes",0,149846,1498467.78378205
"No","No",0,129753,3588.79785500485
"Yes","Yes",0,26417,264166.712186656
"No","Yes",0,183371,366755.048045467
"No","No",1e+05,132086,3626.87404040511
"Yes","No",0,143032,715159.04262052
"No","No",0,71171,2658.93265900867
"Yes","No",0,22655,113277.133525805
"Yes","No",1e+05,28583,142914.028599017
"Yes","No",0,119000,594997.203319584
"Yes","No",0,114991,574956.074299994
"No","No",0,119991,3460.42839080532
"No","Yes",1e+05,125508,251020.4989663
"No","Yes",0,125532,251061.800139915
"Yes","Yes",1e+05,93863,838634.580236385
"Yes","No",0,125260,626277.112133895
"No","No",1e+05,194986,4410.4317853685
"No","Yes",1e+05,22532,45069.6744546719
"No","Yes",1e+05,185884,371770.991160484
"Yes","No",0,126686,633431.188062953
"Yes","No",0,80087,400447.673754798
"Yes","No",0,69862,349307.504638308
"Yes","Yes",1e+05,46805,368041.515974212
"No","Yes",1e+05,181113,362213.34370599
"Yes","No",0,68027,340136.73205216
"Yes","No",0,197503,987533.452110281
"No","No",1e+05,60165,2442.23106604163
"No","Yes",1e+05,43832,87659.8142388765
"No","Yes",1e+05,64612,129223.405387906
"Yes","Yes",1e+05,182706,1727044.27393869
"Yes","Yes",1e+05,156017,1460172.54617864
"Yes","Yes",0,120636,1206363.35476796
"No","No",1e+05,79893,2838.91067470443
"Yes","No",1e+05,152206,761031.442810351
"No","Yes",0,190533,381054.022221971
"Yes","No",1e+05,190785,953918.75571685
"Yes","Yes",1e+05,174074,1640729.7074815
"No","No",1e+05,191910,4379.47555425255
"Yes","No",0,158171,790862.829022149
"Yes","No",1e+05,126165,630824.949643145
"No","Yes",1e+05,39269,78546.214832223
"No","No",1e+05,83443,2897.30058214692
"No","Yes",0,146981,293967.192744483
"No","Yes",1e+05,29584,59185.8541619641
"Yes","Yes",1e+05,64668,546678.400476836
"No","No",1e+05,152592,3916.91072375394
"Yes","Yes",0,59645,596449.364988727
"Yes","No",0,82571,412853.075292882
"No","Yes",0,113421,226845.055868116
"Yes","Yes",0,103184,1031835.19192719
"No","No",1e+05,30423,1763.84845806382
"Yes","Yes",0,122199,1222000.15251841
"No","No",0,83250,2899.50956900042
"Yes","No",0,39312,196552.712781471
"Yes","No",0,141531,707645.99507849
"No","No",0,142040,3773.52377820812
"No","No",0,106290,3257.29710976999
"No","Yes",1e+05,59328,118645.57529951
"Yes","Yes",1e+05,144705,1347047.13692532
"No","No",1e+05,21480,1452.9754537709
"Yes","Yes",1e+05,30669,206694.210499404
"Yes","Yes",1e+05,153307,1433074.06312321
"Yes","Yes",1e+05,76462,664607.373202428
"No","No",1e+05,172404,4162.99247159803
"Yes","Yes",1e+05,46849,368464.233077001
"No","No",0,171825,4139.01309295347
"Yes","Yes",0,37047,370465.827730383
"No","Yes",1e+05,50706,101413.475897968
"Yes","Yes",0,123806,1238056.41450823
"No","No",1e+05,43696,2097.08219286402
"Yes","No",1e+05,31252,156261.230745791
"Yes","Yes",0,183546,1835469.44264523
"No","No",1e+05,59584,2433.89395433297
"No","No",0,89396,2987.37210718275
"Yes","No",1e+05,63679,318407.162250649
"Yes","Yes",0,178097,1780963.11588074
"No","Yes",1e+05,23702,47411.6084879082
"No","Yes",0,33056,66099.1637210466
"No","Yes",0,105563,211123.425403123
"Yes","Yes",0,109181,1091819.52218764
"Yes","No",1e+05,127802,639009.248874152
"Yes","Yes",0,194869,1948680.89818123
"No","No",1e+05,86519,2952.9978719176
"Yes","Yes",0,56518,565180.193787247
"Yes","No",0,21060,105302.184540372
"Yes","Yes",1e+05,122596,1125955.22654086
"No","No",1e+05,91591,3019.31629608306
"Yes","Yes",1e+05,176003,1660019.60853439
"No","Yes",0,32246,64510.0902119403
"No","No",0,129037,3588.39312484226
"No","No",0,125691,3552.39503757194
"No","No",0,195119,4414.60215796779
"No","Yes",0,23844,47687.9176831761
"No","No",1e+05,171462,4156.53073912315
"No","Yes",1e+05,197042,394080.46143017
"Yes","No",0,181301,906509.823349183
"Yes","Yes",1e+05,158988,1489882.91008548
"No","Yes",1e+05,183973,367958.318922205
"No","No",1e+05,87936,2972.7882231794
"Yes","No",1e+05,21962,109816.68908593
"No","Yes",1e+05,90480,180963.892432664
"No","No",0,46129,2153.38228836785
"Yes","No",1e+05,41643,208208.584756662
"No","Yes",1e+05,123261,246520.983839161
"Yes","Yes",1e+05,89852,798514.600923497
"Yes","No",0,181491,907459.095607108
"Yes","Yes",0,177053,1770544.79789673
"No","No",0,166540,4067.15844704928
"Yes","No",0,184224,921121.285266052
"No","Yes",0,144653,289303.455407414
"No","No",1e+05,58439,2414.18512871951
"No","Yes",1e+05,128389,256795.417571331
"No","No",0,26471,1619.47782653439
"No","Yes",1e+05,34397,68799.129105411
"Yes","No",1e+05,65711,328552.449244329
"Yes","No",0,67747,338742.66281407
"No","Yes",0,76267,152540.165754458
"Yes","No",1e+05,55173,275868.453871726
"Yes","No",1e+05,75501,377498.220190466
"Yes","No",0,94155,470794.960112679
"Yes","Yes",1e+05,78556,685555.485525924
"Yes","No",1e+05,110856,554285.687253978
"Yes","Yes",1e+05,76337,663362.709690041
"Yes","No",0,77344,386703.395453693
"No","Yes",1e+05,192194,384405.231894336
"No","Yes",1e+05,88565,177111.295162868
"No","No",0,101263,3190.58839863247
"Yes","No",1e+05,112489,562450.790201645
"Yes","Yes",0,103274,1032746.68875672
"No","No",1e+05,45273,2138.49021973706
"Yes","Yes",1e+05,93208,832085.092598725
"Yes","No",0,144355,721775.064768253
"No","Yes",0,195928,391846.075504152
"Yes","Yes",1e+05,154913,1449132.13998489
"Yes","Yes",1e+05,53729,437298.545829669
"No","No",1e+05,107045,3259.71099358153
"Yes","No",0,89527,447645.78213508
"No","No",0,191388,4375.03298721027
"No","No",1e+05,184924,4311.66446346783
"No","Yes",1e+05,68681,137352.052149878
"No","Yes",1e+05,57402,114817.279770495
"Yes","Yes",0,132856,1328567.4456044
"Yes","Yes",0,173784,1737852.95686797
"No","Yes",1e+05,165369,330721.314198279
"No","Yes",0,197611,395222.543128933
"No","Yes",1e+05,110138,220281.606450748
"No","Yes",0,166210,332410.700240779
"Yes","Yes",0,77422,774231.338299969
"No","Yes",0,197986,395970.616186926
"Yes","No",0,181531,907662.233858802
"Yes","Yes",1e+05,186710,1767091.52306571
"No","No",1e+05,107636,3282.86931117175
"Yes","No",1e+05,67993,339971.849930763
"No","Yes",1e+05,108413,216808.070991981
"No","Yes",0,112275,224548.603155076
"No","No",1e+05,120185,3478.7044844038
"Yes","Yes",0,197049,1970492.80479098
"No","No",0,134859,3670.40377891728
"Yes","No",0,148517,742579.647178369
"No","Yes",1e+05,142603,285188.743423978
"No","No",0,34047,1819.43551758525
"Yes","No",0,53326,266643.818988426
"No","No",1e+05,86303,2946.95680266901
"Yes","No",1e+05,48058,240294.978042846
